Time,Values
0,428
0,84
15,80
15,82
15,74
15,71
31,60
31,60
31,61
46,55
46,58
46,69
62,68
62,72
62,69
78,72
78,75
78,74
78,82
93,74
93,84
93,78
109,80
109,87
109,88
125,91
125,91
125,82
140,85
140,92
140,90
156,93
156,89
156,91
156,95
171,87
171,96
171,96
187,92
187,89
187,98
203,93
203,97
203,85
218,94
218,95
218,94
234,91
234,89
234,87
234,96
250,90
250,87
250,98
265,88
265,88
265,93
281,90
281,98
281,96
296,87
296,93
296,93
312,97
312,98
312,88
312,88
327,92
327,94
327,100
343,92
343,96
359,101
359,100
359,91
359,92
374,99
374,93
374,96
390,89
390,90
390,96
406,98
406,89
406,94
421,90
421,97
421,90
437,91
437,98
437,95
437,97
452,94
452,93
452,101
468,98
468,93
468,92
484,92
484,102
499,100
499,93
499,98
499,98
515,96
515,98
515,96
531,99
531,102
531,102
546,92
546,94
562,102
562,92
562,94
562,103
577,104
577,101
593,96
593,105
593,100
609,100
609,97
609,101
624,91
624,100
624,101
640,100
640,102
656,104
656,100
656,103
671,104
671,102
687,104
687,98
687,102
703,104
703,96
703,96
718,96
718,102
718,98
734,94
734,100
734,103
749,95
749,100
749,101
765,94
765,106
781,98
781,101
781,106
796,106
796,96
796,102
812,103
812,96
812,96
827,96
827,96
827,98
843,98
843,108
843,96
859,103
859,104
859,100
874,103
874,105
890,97
890,109
890,99
906,106
906,99
906,100
921,101
921,97
921,101
937,100
937,106
952,102
952,104
952,106
968,100
968,104
984,108
984,97
984,94
999,103
999,100
999,100
1015,107
1015,106
1015,100
1031,98
1031,100
1046,102
1046,101
1046,98
1062,103
1062,102
1062,104
1077,98
1077,102
1077,92
1093,100
1093,102
1109,94
1109,98
1109,90
1109,90
1124,96
1124,97
1124,90
1140,92
1140,91
1140,96
1156,97
1156,93
1156,93
1171,100
1171,97
1171,89
1187,91
1187,90
1187,100
1202,102
1202,93
1202,92
1218,92
1218,92
1218,101
1234,99
1234,94
1234,91
1249,94
1249,94
1249,97
1249,98
1265,100
1265,91
1265,89
1281,101
1281,100
1296,96
1296,97
1296,100
1312,91
1312,93
1312,99
1312,88
1327,92
1327,100
1343,101
1343,98
1343,96
1359,101
1359,100
1359,92
1374,89
1374,92
1374,96
1390,100
1390,94
1390,103
1405,94
1405,99
1405,93
1421,92
1421,93
1421,94
1421,97
1437,96
1437,93
1437,96
1452,101
1452,93
1452,90
1468,91
1468,100
1468,95
1484,100
1484,96
1484,92
1499,92
1499,92
1499,90
1515,97
1515,100
1515,96
1530,99
1530,91
1530,96
1546,94
1546,102
1546,90
1562,90
1562,96
1562,93
1577,94
1577,94
1577,94
1593,101
1593,99
1593,92
1609,92
1609,96
1609,94
1609,89
1624,92
1624,92
1624,99
1640,88
1640,92
1640,91
1655,95
1655,92
1655,100
1671,92
1671,93
1671,99
1687,102
1687,90
1687,99
1702,96
1702,101
1702,95
1718,90
1718,98
1718,96
1734,94
1734,103
1734,98
1749,100
1749,101
1749,100
1765,96
1765,96
1765,96
1780,91
1780,92
1780,96
1796,92
1796,97
1796,98
1812,96
1812,97
1812,101
1827,90
1827,92
1827,96
1827,94
1843,93
1843,100
1843,93
1859,101
1859,91
1874,101
1874,103
1874,100
1890,94
1890,94
1890,97
1905,92
1905,90
1905,99
1921,98
1921,101
1921,92
1937,97
1937,93
1937,93
1937,97
1952,97
1952,90
1952,100
1968,98
1968,89
1968,97
1984,93
1984,91
1984,101
1999,91
1999,93
1999,100
2015,93
2015,98
2015,90
2030,92
2030,91
2030,91
2046,93
2046,101
2046,98
2062,93
2062,100
2062,93
2077,91
2077,98
2077,92
2093,102
2093,91
2093,92
2108,91
2108,98
2108,94
2124,92
2124,98
2124,101
2140,94
2140,99
2140,103
2155,102
2155,91
2155,103
2171,91
2171,99
2171,103
2187,102
2187,94
2187,91
2202,100
2202,103
2202,98
2218,99
2218,100
2218,100
2233,100
2233,103
2249,100
2249,99
2249,98
2265,101
2265,93
2265,94
2280,98
2280,100
2280,93
2296,96
2296,92
2296,102
2312,97
2312,100
2312,96
2327,93
2327,97
2327,99
2343,102
2343,100
2343,92
2358,100
2358,92
2358,101
2374,92
2374,96
2374,100
2390,95
2390,101
2390,102
2405,101
2405,103
2421,94
2421,93
2421,99
2436,93
2436,96
2436,99
2452,100
2452,102
2452,96
2468,100
2468,92
2468,104
2483,97
2483,98
2483,101
2499,102
2499,96
2499,101
