Time,Values
0,317
3,81
8,87
13,86
18,70
24,74
28,62
33,60
37,59
42,65
47,69
52,70
57,65
62,68
67,76
72,78
76,77
81,72
86,81
92,77
96,74
101,74
106,76
110,77
115,76
120,83
125,84
130,81
135,80
140,87
145,79
149,82
154,82
159,81
164,82
169,80
174,80
179,91
184,85
188,89
193,89
198,91
204,81
208,79
213,88
218,80
224,92
228,90
232,83
237,84
242,87
247,80
252,92
257,86
261,84
266,91
271,86
277,88
281,90
286,92
291,87
295,81
301,91
305,80
310,85
314,90
320,85
325,88
330,85
335,91
340,92
344,92
349,88
354,81
359,90
364,87
369,88
374,88
377,88
383,89
388,91
393,84
398,92
403,89
408,85
413,81
417,89
422,84
427,92
432,88
437,92
442,89
447,83
452,90
456,84
461,88
466,88
471,84
476,89
481,90
486,87
491,82
494,88
500,86
505,82
510,91
515,92
520,83
525,90
529,82
535,88
539,93
544,90
549,82
554,88
560,92
564,82
570,84
573,88
578,84
583,84
588,87
593,85
598,85
603,85
608,88
612,89
617,84
622,85
627,87
632,84
637,87
642,91
645,84
650,88
655,93
660,85
665,92
671,88
676,90
681,83
685,91
690,90
695,90
700,88
705,83
710,93
715,88
720,90
724,82
729,81
734,91
739,87
744,91
749,91
755,89
759,85
763,91
768,90
773,91
778,82
783,83
788,87
793,86
798,89
802,85
807,81
811,83
817,89
822,85
827,87
832,84
836,90
841,93
846,89
852,88
856,90
861,82
866,88
871,82
875,92
879,87
885,83
890,85
894,83
900,88
905,86
910,87
913,84
919,92
924,84
929,84
934,84
939,83
944,83
950,84
953,92
958,81
963,83
968,88
973,86
977,84
983,88
987,89
992,85
996,89
1002,83
1007,89
1011,90
1017,89
1021,91
1025,82
1031,92
1036,84
1041,94
1046,92
1051,82
1056,87
1061,90
1065,90
1070,88
1076,86
1080,90
1085,87
1091,83
1095,82
1100,88
1104,88
1109,82
1114,81
1119,93
1124,85
1129,93
1134,85
1139,93
1143,84
1148,83
1152,90
1158,90
1163,92
1168,83
1174,90
1177,93
1182,88
1188,92
1192,89
1196,86
1202,90
1207,84
1211,83
1216,85
1221,90
1226,85
1231,83
1236,93
1241,91
1246,89
1251,94
1255,83
1260,86
1265,85
1270,82
1276,92
1280,89
1285,86
1290,85
1294,86
1299,89
1304,85
1309,92
1314,94
1319,82
1325,83
1328,90
1333,93
1338,82
1344,93
1349,83
1353,91
1358,86
1363,92
1368,84
1372,83
1377,81
1382,82
1387,87
1392,87
1397,83
1402,91
1408,84
1410,84
1416,85
1421,92
1426,84
1431,87
1436,88
1441,81
1444,86
1450,89
1455,82
1460,82
1466,87
1470,90
1475,90
1480,93
1484,84
1490,86
1494,84
1499,84
1504,87
1509,84
1514,87
1520,86
1523,87
1528,91
1533,92
1538,82
1543,91
1548,89
1553,86
1558,81
1562,86
1567,93
1572,86
1577,89
1582,91
1587,92
1592,93
1597,89
1601,94
1606,93
1611,85
1616,82
1621,81
1626,87
1631,93
1636,89
1640,84
1644,91
1650,84
1655,92
1660,90
1665,90
1669,91
1674,92
1678,86
1684,85
1689,92
1695,88
1699,92
1704,91
1709,94
1712,92
1718,88
1723,84
1727,87
1733,92
1738,87
1743,93
1748,94
1752,84
1757,85
1761,93
1767,84
1772,88
1777,93
1781,86
1787,84
1791,86
1795,89
1801,91
1806,87
1810,87
1816,84
1821,89
1826,88
1829,90
1836,84
1840,90
1844,92
1850,87
1855,83
1860,90
1865,84
1869,90
1874,90
1879,88
1884,93
1889,86
1894,81
1899,91
1904,84
1908,87
1913,82
1918,83
1923,94
1927,94
1933,85
1938,89
1944,83
1947,92
1952,82
1958,89
1961,83
1967,89
1972,87
1976,84
1982,92
1986,83
1991,84
1996,93
2001,91
2005,85
2010,86
2016,90
2019,83
2025,90
2030,90
2035,82
2040,85
2045,87
2050,82
2055,82
2059,90
2064,84
2069,82
2074,86
2079,92
2084,92
2089,85
2095,85
2098,90
2103,90
2108,85
2113,86
2118,92
2123,91
2128,90
2133,82
2137,88
2142,94
2147,83
2152,82
2158,87
2161,87
2167,82
2172,88
2176,91
2181,87
2186,86
2191,86
2196,87
2201,91
2206,87
2211,82
2215,94
2221,84
2225,91
2230,83
2235,87
2240,86
2245,82
2249,89
2254,93
2259,93
2263,87
2269,84
2274,88
2279,90
2284,86
2288,92
2293,87
2298,89
2303,89
2308,87
2313,87
2318,86
2323,83
2327,84
2332,84
2337,92
2342,90
2347,82
2352,84
2357,90
2362,84
2366,87
2371,89
2376,92
2381,86
2386,87
2392,87
2395,88
2400,89
2405,89
2410,82
2415,87
2420,87
2425,82
2429,93
2435,90
2439,92
2444,90
2449,82
2454,82
2459,85
2464,90
2469,90
