Time,Values
0,262
2,19
8,28
12,24
18,17
23,9
26,10
31,12
35,7
38,7
43,14
48,12
54,10
59,12
63,17
68,21
73,23
77,27
83,28
88,33
92,31
96,32
101,32
106,35
111,32
117,32
121,42
126,44
130,46
135,41
141,42
145,46
151,47
155,52
160,42
164,45
169,42
175,53
179,54
185,52
189,57
194,51
197,56
203,54
208,59
213,54
218,50
223,60
227,61
232,54
237,52
243,52
247,57
252,54
257,61
262,55
266,60
271,59
276,62
281,57
286,60
291,50
296,57
300,58
305,63
310,55
315,56
320,62
325,59
331,57
335,62
339,61
344,66
349,59
355,60
360,62
365,61
369,69
373,59
378,68
383,65
388,66
394,61
398,68
403,64
408,63
412,61
417,62
422,61
427,60
433,58
436,63
442,66
446,58
451,68
457,68
460,65
466,66
471,68
475,62
481,61
485,64
490,64
494,61
500,66
506,66
509,64
514,61
519,65
524,69
529,69
535,60
539,68
543,66
548,61
553,66
559,64
563,68
569,59
573,61
577,67
583,68
588,66
593,67
597,64
602,68
607,66
611,69
615,71
620,71
626,66
632,66
636,61
641,70
645,70
650,69
655,66
661,58
665,60
670,67
675,65
679,62
684,62
689,62
694,68
698,62
705,62
709,66
714,64
719,68
723,63
727,69
733,70
739,70
743,64
749,66
752,70
757,62
762,60
766,70
772,68
776,64
783,60
786,70
792,62
797,61
801,64
807,68
811,66
817,62
820,66
825,70
830,68
836,67
841,60
845,65
851,61
855,72
858,66
865,61
869,67
874,70
879,72
884,65
888,64
893,60
898,69
903,72
908,63
913,71
918,60
922,62
926,69
932,70
937,62
943,65
948,59
952,68
956,71
961,64
967,62
972,62
977,69
981,73
986,60
990,69
995,68
1000,61
1005,65
1010,72
1015,63
1020,60
1024,68
1029,69
1035,63
1040,61
1044,70
1049,67
1054,71
1059,69
1063,72
1069,65
1073,60
1078,71
1083,64
1089,68
1092,64
1097,62
1102,61
1107,60
1112,64
1117,68
1123,70
1126,61
1131,65
1137,67
1141,61
1146,68
1151,70
1156,60
1160,66
1165,72
1171,70
1176,68
1180,72
1185,61
1191,64
1193,71
1199,70
1204,70
1209,68
1214,70
1219,67
1224,67
1227,60
1233,65
1239,65
1244,68
1249,65
1253,65
1258,69
1262,61
1267,68
1272,65
1276,61
1281,69
1286,66
1291,66
1297,71
1302,68
1307,69
1311,60
1316,71
1322,61
1326,70
1330,59
1336,62
1340,72
1345,72
1351,73
1355,62
1359,63
1366,69
1370,62
1375,65
1379,65
1385,65
1389,69
1394,72
1400,63
1403,69
1408,66
1413,68
1418,66
1423,62
1428,62
1434,68
1437,70
1443,71
1447,62
1453,62
1457,64
1462,64
1467,63
1471,69
1476,66
1482,70
1486,64
1491,66
1497,70
1501,68
1505,71
1509,65
1515,72
1521,66
1525,70
1529,64
1535,66
1539,72
1544,65
1549,68
1554,69
1559,71
1565,64
1569,73
1574,63
1578,66
1583,62
1588,66
1593,70
1598,69
1603,68
1608,65
1612,62
1616,64
1621,66
1627,68
1633,64
1637,69
1641,71
1647,72
1651,62
1656,67
1660,70
1667,68
1672,62
1675,63
1680,70
1685,66
1690,69
1695,67
1700,62
1704,62
1709,61
1715,72
1719,66
1725,70
1729,69
1735,65
1739,70
1743,62
1748,67
1752,62
1758,70
1763,60
1768,62
1773,63
1777,72
1782,70
1787,60
1793,66
1797,71
1802,70
1807,64
1810,59
1816,62
1821,68
1827,72
1831,64
1836,70
1842,60
1845,65
1850,68
1855,72
1860,69
1865,61
1870,70
1875,64
1879,66
1884,70
1889,61
1893,70
1899,67
1905,63
1909,67
1913,65
1918,64
1924,72
1928,72
1933,68
1939,65
1944,65
1948,62
1953,64
1957,72
1962,72
1966,66
1973,62
1977,67
1982,64
1986,62
1991,65
1997,73
2001,65
2007,67
2011,70
2017,63
2020,72
2025,64
2030,72
2035,62
2040,64
2045,66
2050,70
2054,62
2059,70
2065,68
2069,68
2074,66
2079,74
2084,72
2089,66
2094,71
2098,72
2104,68
2109,71
2113,70
2118,69
2122,61
2127,67
2132,68
2137,61
2142,62
2147,72
2152,70
2156,66
2161,70
2167,68
2171,65
2177,72
2181,73
2186,68
2190,70
2196,70
2200,73
2205,74
2210,68
2215,68
2221,70
2225,68
2229,71
2234,68
2239,72
