Time,Values
0,54
4,45
9,42
14,46
19,41
24,37
28,29
34,30
38,24
43,30
49,28
54,28
59,34
63,33
68,42
73,36
78,39
83,38
88,44
93,40
97,38
102,44
107,39
112,44
117,48
122,51
127,47
131,44
136,45
140,47
145,49
151,44
156,45
161,41
165,51
170,49
175,53
180,51
185,49
190,50
195,51
199,53
204,46
209,47
214,51
219,51
223,49
229,53
234,54
238,50
243,47
247,57
253,48
257,48
263,53
268,56
271,51
276,52
282,46
287,56
291,51
296,49
301,50
305,52
310,52
315,50
321,44
326,56
331,53
336,49
340,50
345,47
350,55
355,52
360,50
365,57
370,47
374,52
379,50
384,52
389,53
394,54
399,51
404,53
409,53
413,52
418,56
423,55
428,53
433,52
438,53
443,52
447,53
452,52
457,51
462,56
467,55
472,54
477,50
481,53
486,50
491,57
496,52
501,49
506,52
511,49
515,53
520,53
525,46
530,52
535,51
540,49
545,56
550,53
554,56
559,51
564,52
569,56
573,53
579,47
584,48
588,56
593,52
598,49
603,50
607,52
613,50
618,54
622,50
627,55
632,53
637,49
642,46
647,55
652,56
656,51
661,56
666,57
671,48
676,52
681,52
686,50
690,54
695,54
700,48
705,54
710,49
715,47
720,54
724,55
729,50
734,58
739,53
744,52
749,57
753,50
759,48
763,47
768,53
773,53
778,56
783,50
788,50
793,54
797,50
802,53
807,52
812,54
817,51
822,54
827,57
831,49
836,53
841,50
846,55
851,49
856,49
861,49
865,47
870,52
875,52
880,48
885,51
889,50
895,53
900,51
904,53
908,58
914,48
918,50
923,48
928,49
934,48
937,48
943,53
948,48
953,55
957,50
963,57
968,55
971,53
976,57
981,54
986,47
992,53
997,54
1002,48
1006,53
1011,55
1015,52
1021,47
1026,47
1031,53
1036,54
1039,49
1045,50
1050,52
1055,50
1060,50
1064,56
1070,52
1074,50
1079,46
1084,50
1089,50
1094,48
1099,53
1104,54
1109,52
1113,55
1118,49
1122,50
1128,57
1133,50
1137,46
1143,52
1146,58
1152,52
1157,54
1162,53
1167,56
1172,49
1177,50
1180,56
1186,48
1190,47
1196,53
1201,51
1206,48
1211,50
1215,49
1220,53
1225,55
1230,56
1235,50
1239,46
1245,46
1248,56
1253,52
1259,56
1264,48
1269,51
1274,54
1279,55
1283,53
1288,51
1293,55
1298,55
1303,46
1308,49
1313,52
1317,55
1322,55
1327,51
1332,51
1337,50
1341,54
1347,51
1352,47
1356,48
1360,56
1366,53
1371,56
1376,51
1381,47
1386,56
1389,52
1395,49
1400,50
1405,52
1410,55
1415,56
1420,54
1424,52
1429,53
1434,47
1439,48
1444,52
1449,48
1454,48
1457,57
1463,55
1468,54
1473,48
1478,57
1483,58
1488,55
1492,47
1497,57
1502,58
1507,50
1512,49
1517,51
1522,58
1526,52
1530,50
1536,55
1541,54
1546,49
1551,48
1556,54
1561,53
1565,48
1570,57
1575,56
1580,47
1585,53
1589,53
1594,57
1599,58
1604,57
1609,51
1614,52
1619,56
1624,52
1629,54
1633,48
1638,57
1643,54
1648,50
1653,57
1658,49
1663,56
1667,52
1672,49
1677,54
1682,57
1687,49
1692,57
1697,57
1701,52
1706,48
1711,54
1716,51
1721,52
1726,52
1731,54
1735,50
1739,50
1745,48
1749,58
1755,49
1760,47
1765,51
1769,58
1774,55
1779,50
1784,47
1789,58
1793,54
1798,56
1804,47
1807,48
1813,53
1818,50
1823,48
1828,57
1833,48
1837,48
1842,53
1847,54
1852,48
1856,53
1862,48
1867,50
1872,47
1876,50
1881,50
1886,47
1890,54
1895,54
1900,48
1906,51
1910,53
1915,51
1920,53
1924,55
1930,53
1935,48
1940,57
1944,49
1948,52
1954,55
1959,52
1964,49
1969,48
1973,58
1978,57
1983,55
1988,54
1993,57
1997,58
2002,55
2007,54
2013,54
2016,57
2021,52
2027,52
2032,50
2037,58
2042,55
2047,54
2051,54
2056,53
2061,50
2066,56
2071,48
2075,56
2081,52
2085,47
2089,49
2095,51
2100,45
2105,53
2110,55
2115,48
2119,52
2124,55
2129,54
2134,54
2139,51
2144,57
2149,50
2153,54
2158,56
2162,53
2168,51
2172,57
2178,55
2183,57
2188,54
2192,50
2197,51
2202,54
2206,57
2212,57
2217,52
2222,57
2226,48
2231,48
2236,48
2240,51
2246,53
2251,49
2255,53
2259,50
2265,52
2270,57
2275,56
2280,54
2285,46
2290,58
2294,56
2299,49
2304,56
2309,53
2314,51
2319,55
2324,50
2328,49
2333,51
2338,50
2343,55
2348,55
2353,48
