Time,Values
0,60
4,47
8,44
13,42
19,42
23,35
29,37
34,26
38,28
43,31
48,29
53,30
57,36
63,37
68,37
72,36
77,36
81,37
87,40
92,43
96,41
101,46
106,44
111,46
115,48
121,44
125,41
131,52
136,45
140,47
145,51
150,50
155,45
160,44
165,49
169,47
174,52
179,45
184,48
189,49
194,53
198,49
203,58
208,53
214,47
218,56
222,49
228,56
233,51
238,57
243,50
247,49
251,48
256,46
262,53
267,47
271,52
277,56
281,52
286,52
290,49
295,54
300,57
305,50
311,56
316,56
321,49
325,49
330,53
335,52
338,48
345,56
350,49
355,52
359,51
364,50
369,55
373,53
379,58
384,55
389,46
393,51
398,52
403,57
407,49
412,57
417,56
422,55
426,49
432,51
437,47
442,56
447,52
451,57
456,58
462,52
466,48
471,52
476,55
480,58
486,56
490,53
496,59
499,56
505,52
509,49
515,56
520,54
525,57
530,57
534,49
539,56
544,55
549,56
554,51
558,51
563,52
568,51
572,52
577,55
583,49
588,54
593,53
597,54
603,51
606,56
612,53
617,58
622,47
627,54
632,51
637,55
640,52
646,55
651,53
656,55
661,56
666,54
671,55
676,52
679,52
685,50
689,52
695,52
700,53
705,54
710,51
714,48
719,57
724,52
729,48
734,49
739,48
744,48
747,56
752,51
758,60
763,54
767,56
771,48
777,52
782,52
786,56
792,57
797,50
802,54
807,54
811,49
817,48
821,52
825,50
830,54
835,53
840,52
845,53
850,50
854,55
859,53
865,54
869,55
875,53
880,55
884,50
889,50
893,54
898,56
903,55
908,52
913,58
918,52
923,48
927,54
932,53
937,52
942,50
947,50
952,48
957,50
962,52
967,52
971,53
976,52
981,59
986,57
991,53
996,48
1000,49
1005,56
1011,57
1016,52
1021,52
1026,61
1030,52
1034,50
1039,54
1044,51
1050,52
1055,54
1059,51
1064,51
1068,55
1073,58
1078,48
1083,49
1088,57
1093,57
1098,48
1102,52
1107,49
1113,56
1117,52
1122,52
1127,51
1133,56
1136,50
1142,50
1147,55
1151,49
1156,51
1162,57
1167,50
1172,54
1176,57
1181,50
1186,49
1191,48
1196,51
1201,59
1205,58
1209,50
1215,52
1220,58
1225,49
1230,50
1234,49
1239,50
1245,50
1249,54
1253,50
1259,56
1264,59
1268,54
1273,55
1279,49
1283,56
1288,51
1293,56
1297,53
1303,52
1308,56
1313,57
1317,51
1322,52
1327,58
1332,53
1336,51
1342,48
1347,58
1352,52
1355,49
1361,53
1366,51
1370,53
1376,54
1381,56
1386,57
1389,52
1395,53
1399,50
1405,51
1410,56
1415,55
1420,57
1422,58
1429,48
1434,52
1439,52
1444,56
1448,58
1453,59
1458,55
1463,58
1468,58
1472,58
1478,57
1483,53
1487,56
1493,54
1497,55
1501,57
1506,57
1512,49
1517,55
1522,55
1527,54
1531,50
1536,54
1540,56
1546,57
1550,52
1555,57
1561,54
1565,55
1570,48
1575,56
1579,54
1585,52
1589,58
1595,54
1599,56
1604,51
1608,53
1614,57
1619,50
1624,55
1629,52
1634,50
1638,52
1643,57
1648,49
1653,58
1658,54
1663,49
1667,54
1672,53
1677,49
1682,55
1687,55
1692,52
1697,54
1701,54
1706,53
1710,54
1716,54
1721,50
1726,54
1731,58
1736,55
1741,49
1745,55
1749,49
1755,58
1760,58
1765,55
1770,57
1775,55
1779,58
1784,53
1789,50
1794,56
1799,48
1804,58
1808,50
1813,54
1817,47
1822,56
1828,54
1833,52
1838,52
1843,52
1848,59
1852,55
1856,53
1862,48
1867,50
1872,57
1877,54
1881,57
1886,52
1890,54
1896,48
1901,49
1905,52
1910,50
1915,53
1919,54
1924,52
1930,54
1935,56
1939,48
1945,50
1950,56
1955,50
1959,59
1964,51
1969,49
1973,59
1979,50
1984,58
1988,53
1991,51
1996,57
2002,58
2007,57
2013,55
2017,51
2022,48
2026,53
2032,51
2037,52
2042,49
2047,49
2052,50
2056,49
2061,52
2066,56
2071,49
2075,59
2081,52
2085,48
2090,51
2095,58
2100,53
2105,47
2109,57
2115,58
2119,54
2124,52
2130,51
2134,52
2139,53
2143,51
2149,49
2154,54
2159,58
2164,56
2167,55
2172,52
2178,56
2183,48
2188,53
2193,49
2198,56
2202,59
2206,52
2211,56
2216,52
2221,54
2226,58
2231,55
2236,55
2240,58
2246,52
2250,50
2255,51
2260,60
2265,56
2270,58
2274,58
2279,49
2284,58
2289,56
2295,55
2300,49
2305,55
2308,55
2314,51
2319,59
2324,57
2329,53
2333,52
2341,52
2343,53
2347,54
2352,52
2357,56
2362,51
2367,54
2372,50
2377,55
2381,51
2386,58
2391,50
2396,56
2401,52
2406,56
2411,49
2415,58
2420,52
2425,56
2430,54
2435,50
2440,55
2445,58
2450,56
2454,52
2459,56
2464,50
2469,51
2474,56
2479,50
2484,52
2488,54
2493,58
2498,56
2503,56
2508,56
2513,55
2518,54
2522,54
2527,50
2532,52
2537,58
2542,52
2547,58
2552,47
2556,57
2561,50
2566,49
2571,49
2576,55
2581,54
2586,53
2590,51
2595,54
2600,52
2605,50
2610,49
2615,52
2620,50
2625,56
2629,58
2634,54
2639,54
2645,49
2650,59
2655,51
2660,50
2664,55
2668,50
2673,56
2679,51
2684,51
2689,50
2694,56
2698,48
2702,59
2708,46
2713,53
2718,57
2722,51
2728,51
2732,56
2736,53
2741,58
2747,51
2751,58
2757,52
2762,53
2767,53
2771,49
2776,52
2781,52
