Time,Values
0,0
5,79
10,77
15,82
20,76
25,72
30,65
34,69
39,61
44,61
49,68
54,62
59,68
63,77
68,75
72,78
77,84
82,79
87,80
93,84
98,85
103,88
107,87
112,93
117,96
123,101
128,96
134,102
139,98
144,98
150,102
156,100
162,104
168,110
174,111
180,106
186,112
192,110
197,112
204,103
210,108
215,111
222,108
228,113
234,116
240,114
246,105
252,116
258,115
263,105
270,114
276,108
282,112
288,106
294,104
301,108
307,109
313,106
319,111
325,108
330,113
337,106
343,112
348,116
355,114
361,106
367,117
373,107
379,116
385,115
390,109
396,108
403,112
409,106
414,107
421,106
427,117
432,106
439,106
446,114
452,110
458,110
463,107
470,113
476,116
481,114
488,110
494,114
499,109
506,106
512,106
518,114
524,109
530,117
535,116
541,117
547,109
553,109
560,115
565,108
572,110
578,108
584,114
590,109
596,110
602,110
608,107
614,114
621,108
627,109
633,111
639,114
644,108
651,111
657,112
663,117
669,110
675,111
680,109
687,116
693,109
698,107
705,112
711,110
717,111
723,115
729,116
735,106
740,108
747,114
753,112
759,106
765,117
771,109
777,110
783,106
789,107
795,106
801,105
807,111
813,115
820,117
826,109
831,104
838,107
844,116
850,108
856,115
862,110
868,109
874,109
880,112
886,112
892,108
897,112
904,108
910,107
915,105
922,110
928,117
934,113
940,105
946,111
952,110
958,106
964,109
970,115
976,105
981,109
988,113
994,107
999,116
1006,109
1012,109
1019,114
1025,108
1030,109
1037,104
1043,115
1049,111
1055,106
1061,104
1066,113
1072,114
1078,105
1084,105
1090,108
1096,111
1102,108
1108,109
1114,112
1121,114
1126,111
1132,113
1138,109
1144,111
1151,111
1157,106
1163,112
1169,116
1175,107
1180,115
1187,110
1193,104
1198,112
1205,109
1211,116
1218,109
1224,114
1230,110
1236,105
1242,110
1247,104
1254,107
1260,114
1265,110
1272,111
1278,116
1284,116
1290,109
1296,113
1302,103
1308,104
1314,110
1320,114
1326,109
1332,114
1338,112
1344,114
1349,112
1356,113
1363,107
1369,111
1375,110
1380,108
1387,111
1393,116
1398,111
1405,115
1411,112
1417,111
1423,105
1429,105
1435,110
1441,107
1447,112
1453,105
1459,107
1464,112
1471,114
1477,111
1483,102
1489,106
1495,108
1501,120
1507,110
1513,115
1519,108
1525,106
1531,106
1537,109
1543,105
1549,105
1556,105
1562,110
1568,114
1574,110
1580,114
1586,106
1592,113
1597,110
1604,110
1610,106
1615,106
1622,114
1628,110
1634,115
1640,107
1645,107
1652,110
1658,112
1664,112
1670,108
1676,109
1681,104
1688,108
1694,105
1699,105
1706,110
1712,114
1717,110
1724,104
1730,114
1736,103
1742,105
1747,104
1755,107
1761,111
1766,112
1773,113
1779,109
1784,103
1791,105
1797,109
1803,114
1809,110
1814,102
1821,112
1826,114
1833,110
1839,112
1845,102
1851,113
1857,111
1863,112
1869,116
1875,110
1880,105
1886,112
1893,104
1898,108
1905,101
1911,106
1917,108
1923,114
1929,105
1935,108
1941,104
1947,104
1954,115
1960,104
1965,105
1972,113
1978,112
1984,113
1990,103
1996,110
2002,105
2008,115
2014,108
2020,109
2026,103
2031,113
2038,113
2044,108
2050,102
2056,108
2062,102
2068,110
2074,113
2080,113
2086,112
2092,104
2097,100
2104,112
2109,105
2116,114
2121,109
2129,110
2135,111
2141,112
2146,113
2153,102
2159,106
2164,103
2171,113
2177,105
2182,109
2189,109
2194,113
2201,104
2207,108
2213,104
2219,110
2225,114
2231,102
2237,106
2243,111
2249,108
2255,114
