Time,Values
0,460
4,32
10,32
14,37
19,26
24,25
29,22
34,22
39,19
44,20
48,23
53,18
58,25
63,28
68,28
73,31
78,36
82,35
87,38
92,42
97,40
102,50
107,42
112,43
116,48
121,51
126,52
131,56
136,59
141,58
146,56
150,59
155,60
160,54
165,54
170,54
175,64
180,54
183,57
189,60
193,60
199,54
204,58
209,54
213,64
217,58
223,60
227,62
232,54
237,56
242,64
248,53
251,54
257,61
261,62
266,58
271,55
277,62
281,64
286,55
290,60
295,63
300,61
306,59
311,52
316,59
320,61
325,60
330,64
335,59
340,54
345,60
350,62
354,59
359,56
364,53
369,57
374,63
378,60
384,55
389,58
393,53
398,54
403,62
408,64
413,55
418,57
423,58
427,54
432,54
437,61
442,54
447,60
452,60
457,58
461,58
465,56
471,55
476,64
481,64
486,65
491,57
495,61
499,64
505,54
510,56
515,57
520,54
525,63
530,54
533,61
539,60
544,60
549,56
553,53
559,54
564,61
568,55
573,66
578,54
583,59
588,55
593,64
597,56
602,56
607,57
612,60
617,59
622,62
627,52
632,55
636,65
641,62
646,64
651,55
656,54
661,61
666,54
670,53
674,60
680,61
685,57
690,58
695,52
699,63
703,57
709,61
714,64
719,54
724,58
729,56
734,61
738,60
743,64
748,56
753,60
758,60
763,53
768,56
772,60
776,58
782,62
787,58
791,62
796,59
801,57
806,55
810,55
815,60
820,64
825,61
830,58
835,55
839,62
844,61
849,62
854,58
860,55
864,57
869,53
874,58
878,54
883,61
889,62
893,57
898,64
904,51
908,56
912,59
917,54
922,54
927,64
932,56
937,52
943,55
947,60
951,63
957,62
962,58
967,58
972,53
977,57
981,53
986,57
990,57
995,53
1000,52
1005,59
1010,54
1014,58
1019,62
1025,60
1030,62
1035,54
1040,55
1045,56
1048,54
1054,56
1058,56
1063,56
1069,51
1074,50
1079,56
1084,53
1088,53
1093,56
1098,57
1103,53
1108,60
1113,51
1117,52
1121,56
1127,58
1132,52
1136,53
1141,56
1146,52
1151,58
1155,52
1160,53
1165,53
1170,59
1176,54
1180,58
1185,52
1190,55
1195,57
1199,53
1204,54
1210,60
1214,59
1220,54
1224,52
1228,56
1233,53
1239,53
1244,60
1248,52
1253,58
1259,54
1263,53
1268,58
1273,57
1278,57
1282,56
1287,55
1292,56
1297,53
1302,58
1307,63
1312,52
1316,53
1322,56
1327,60
1331,53
1336,56
1341,53
1345,59
1351,51
1355,54
1361,56
1365,60
1370,58
1375,62
1380,61
1385,55
1390,56
1395,56
1399,58
1404,60
1409,62
1414,60
1419,50
1424,55
1429,56
1433,59
1438,58
1443,56
1448,61
1453,58
1458,56
1463,58
1467,53
1472,50
1477,56
1482,54
1487,58
1492,58
1497,62
1502,53
1506,58
1511,61
1516,56
1521,57
1526,58
1531,58
1536,55
1540,57
1545,55
1550,56
1555,59
1560,59
1565,59
1570,52
1574,56
1579,57
1584,60
1589,55
1594,60
1598,53
1604,62
1608,55
1613,56
1618,58
1623,53
1628,57
1633,54
1638,64
1642,63
1647,62
1652,59
1657,54
1662,55
1667,58
1671,55
1675,55
1680,62
1685,57
1690,52
1695,57
1701,63
1706,58
1709,55
1714,59
1719,62
1725,59
1730,62
1734,64
1739,61
1745,55
1749,56
1753,54
1758,58
1763,62
1768,60
1774,53
1779,60
1782,60
1787,53
1792,57
1798,63
1802,57
1807,56
1812,58
1816,53
1821,60
1826,55
1831,62
1836,52
1842,58
1847,58
1850,57
1855,60
1860,58
1865,60
1870,56
1876,62
1880,56
1884,53
1890,54
1894,59
1899,59
1904,56
1909,58
1915,56
1919,55
1924,62
1929,61
1934,57
1939,60
1944,52
1948,55
1953,53
