Time,Values
0,39
5,35
9,32
14,36
19,29
24,18
29,18
34,17
38,14
43,12
47,20
53,18
58,25
63,26
67,35
72,41
77,22
81,29
87,43
92,41
97,24
100,24
105,46
110,45
116,42
121,30
126,42
131,42
135,43
140,43
145,44
150,44
155,47
160,38
165,41
169,44
174,41
179,44
184,41
189,52
194,48
198,42
203,50
208,47
213,43
218,44
223,50
228,49
233,51
237,47
242,50
247,50
252,45
257,46
262,46
266,53
271,51
276,46
280,53
286,47
291,49
296,52
301,51
305,50
310,48
314,51
320,56
325,55
330,47
334,51
338,49
344,56
348,53
354,55
359,49
364,56
369,47
373,51
377,56
382,58
388,50
393,56
398,54
403,50
407,51
412,52
417,57
422,54
427,56
431,46
437,49
441,53
446,55
451,50
456,50
461,50
465,57
471,53
475,54
479,52
485,49
490,52
495,56
500,49
505,56
509,46
514,57
519,52
524,54
529,48
534,51
539,56
543,46
548,42
553,54
558,53
563,47
568,56
573,57
577,51
581,54
586,57
591,58
597,54
602,56
607,50
611,52
616,50
621,54
626,58
630,48
636,55
641,54
645,54
650,56
655,56
660,54
664,58
670,49
675,58
679,52
684,58
689,52
694,50
698,58
703,55
709,50
714,57
718,52
723,50
728,55
733,54
738,55
743,55
748,56
752,59
757,57
762,59
767,59
772,57
777,55
782,55
786,51
791,51
796,59
801,56
806,59
811,59
816,51
820,56
825,54
830,56
835,54
840,52
845,55
850,53
854,50
859,53
864,50
869,51
874,56
879,59
884,49
888,51
893,60
897,51
903,50
908,57
913,57
918,56
921,51
927,59
931,51
937,57
942,58
947,57
952,55
956,52
961,59
966,52
971,58
976,58
980,61
986,56
991,59
995,59
1000,52
1005,55
1010,60
1014,61
1020,57
1025,55
1028,53
1034,60
1039,59
1044,57
1049,58
1054,54
1059,54
1063,54
1068,61
1073,55
1078,58
1083,54
1088,56
1093,57
1097,63
1102,54
1107,51
1111,51
1117,55
1122,58
1127,55
1131,62
1136,56
1141,60
1146,59
1150,56
1156,58
1160,56
1165,53
1170,52
1175,56
1180,62
1185,58
1190,55
1195,58
1199,61
1204,53
1209,61
1214,58
1219,60
1224,59
1229,62
1233,56
1238,65
1243,56
1247,59
1253,53
1257,64
1262,61
1267,54
1272,54
1277,53
1281,55
1287,64
1292,61
1297,53
1301,56
1306,54
1311,61
1316,59
1321,60
1326,64
1330,58
1335,52
1340,56
1345,64
1349,58
1355,56
1359,58
1364,57
1369,61
1374,56
1378,53
1383,60
1388,55
1394,59
1398,56
1403,65
1408,53
1413,55
1417,59
1423,56
1428,54
1433,59
1437,60
1442,58
1447,61
1452,60
1456,60
1462,56
1466,64
1471,54
1476,55
1480,64
1486,58
1491,55
1496,64
1501,61
1505,64
1510,55
1514,65
1520,64
1525,61
1530,63
1535,58
1539,65
1544,57
1549,55
1554,64
1559,54
1564,65
1569,58
1572,64
1577,60
1583,61
1588,60
1593,65
1598,58
1603,65
1607,66
1612,61
1617,60
1622,55
1627,63
1631,65
1637,56
1641,57
1646,58
1651,56
1656,66
1661,59
1666,61
1671,64
1675,61
1680,55
1685,65
1689,62
1695,60
1700,59
1705,60
1709,61
1714,58
1719,62
1724,57
1729,64
1734,65
1739,59
1743,66
1747,66
1753,64
1758,62
1762,56
1768,62
1773,62
1777,61
1781,62
1787,64
1791,67
1797,59
1802,61
1807,57
1811,67
1816,58
1821,61
1825,62
1830,58
1835,66
1841,63
1845,62
1850,64
1855,57
1860,60
1864,60
1870,67
1874,58
1879,66
1883,58
1889,58
1894,58
1899,64
1904,59
1909,58
1914,62
1918,58
1922,58
1928,65
1933,61
1938,60
1943,65
1948,58
1952,61
1957,69
1962,67
1966,65
1972,64
1977,61
1981,60
1986,66
1991,64
1996,60
2001,67
2006,60
2011,62
2016,69
2020,58
2025,58
2030,62
2035,68
2040,62
2045,56
2049,64
2054,67
2058,62
2064,58
2069,61
2074,66
2079,60
2084,62
2088,64
2093,62
2097,66
2103,61
2107,67
2113,61
2118,66
2121,66
2127,62
2131,66
2137,65
2142,65
2147,68
2152,65
2156,64
2161,68
2165,69
2171,61
2176,64
2180,66
2185,69
2190,64
2195,62
2200,62
2205,64
2210,62
2214,64
2219,67
2224,61
2229,65
2234,58
2239,61
2244,69
2248,66
2253,58
2258,61
2263,62
2268,66
2273,60
2278,64
2283,68
2288,60
2292,62
2297,68
2302,66
2307,67
2312,68
2317,65
2321,66
2326,69
2330,66
2336,68
2340,65
2346,61
2351,70
2355,62
2360,62
2365,72
2370,68
2375,60
2379,68
2384,60
2388,66
2393,66
2398,66
2403,64
2408,66
2414,65
2419,61
2422,61
2428,61
2433,67
2438,67
2443,63
2447,64
2453,62
2457,67
2462,65
2467,70
2471,65
2476,67
2481,72
2487,69
2491,68
2496,70
2501,66
2506,67
2511,67
2516,61
2521,63
2525,67
2530,66
2535,66
2540,68
2545,68
2550,73
2555,70
2558,70
2563,70
2569,65
2574,66
2578,64
2583,71
2588,65
2593,71
2597,66
2603,70
2608,62
2613,73
2617,68
2622,63
2626,67
2631,66
2637,68
2641,69
2647,68
2652,62
2657,74
2661,66
2666,65
2670,73
2675,73
2680,66
2685,63
2690,66
2694,72
2700,70
2705,66
2710,68
2715,66
2720,71
2725,70
2729,66
2734,71
2739,70
2744,65
2749,64
2754,64
2759,71
2763,71
2768,70
2773,73
2778,69
2783,73
2788,74
2793,73
2796,73
2802,68
2807,64
2812,73
2817,68
2822,68
2827,74
2831,70
2836,70
2841,69
2846,71
2851,63
2856,67
2861,74
2864,68
2870,73
2875,69
2879,69
2885,72
2889,70
2895,74
2899,68
2904,66
2909,70
2914,68
2919,68
2924,71
2929,73
2933,76
2938,67
2943,73
2948,74
2953,68
2958,69
2963,76
2967,64
2972,62
2977,70
2982,70
2987,72
2992,68
2996,70
3002,75
3006,64
3011,69
3016,74
3021,69
3026,66
3031,69
3036,70
3040,72
3045,68
3050,67
3055,67
3060,66
3065,72
3069,72
3074,71
3079,77
3084,74
3089,66
3093,71
3098,74
3102,68
3107,75
3112,76
3118,70
3123,74
3128,73
3133,74
3137,67
3142,72
3147,72
3152,73
3157,69
3162,78
3167,78
3171,71
3176,73
3181,72
3186,70
3191,69
3196,77
3201,74
3205,67
3210,74
3215,72
3220,70
3225,77
3230,77
3235,78
3239,72
3244,71
3248,76
3253,73
3258,70
3263,75
3268,80
3272,79
3277,72
3282,74
3287,76
3292,77
3297,76
3302,72
3306,72
3311,79
3316,78
3321,73
3326,78
3331,79
3336,79
3340,78
3345,78
3350,69
3355,69
3361,78
3365,76
3370,73
3374,73
3379,77
3384,77
3389,76
3395,70
3400,79
3404,80
3410,80
3414,80
3419,78
3424,78
3429,78
3433,76
3439,75
3444,78
3447,82
3453,83
3458,74
3463,71
3468,73
3473,77
3478,73
3482,75
3487,72
3492,77
3497,81
3502,71
3507,72
3512,79
3516,72
3521,78
3526,81
3530,72
3536,77
3541,77
3545,82
3550,75
3555,82
3560,75
3564,76
3570,74
3575,79
3580,80
3584,74
3588,80
3594,82
3599,76
3604,85
3609,84
3613,84
3618,82
3623,84
3628,74
3633,73
3638,84
3643,74
3648,78
3652,86
3657,82
3662,73
3667,79
3672,77
3677,77
3681,81
3686,80
3691,75
3695,85
3700,79
3705,81
3710,82
3716,86
3721,81
3725,80
3730,83
3735,81
3740,80
3744,78
3750,83
3755,83
3758,78
3764,78
3768,79
3774,81
3779,81
3784,80
3789,78
3793,84
3797,78
3803,84
3807,79
3813,77
3818,81
3823,78
3827,84
3832,76
3837,78
3842,81
3847,77
3852,80
3857,78
3861,81
3866,82
3870,82
3876,88
3881,83
3886,80
3891,76
3896,82
3900,82
3905,85
3910,84
3915,83
3920,85
3925,86
3930,81
3934,85
3939,85
3944,77
3949,86
3954,85
3959,77
3963,79
3968,88
3972,89
3977,86
3983,83
3987,79
3993,89
3997,85
4003,87
4007,83
4012,78
4017,81
4022,88
4027,81
4031,84
4037,82
4041,89
4046,84
4051,78
4055,81
4061,80
4066,83
4071,81
4075,82
4080,86
4085,78
4089,87
4095,86
4100,81
4105,85
4109,82
4113,85
4119,77
4124,86
4129,80
4134,88
4139,88
4144,84
4147,77
4153,86
4158,88
4163,78
4168,83
4173,78
4178,80
4181,89
4187,76
4192,78
4197,88
4202,79
4207,78
4212,78
4216,80
4221,81
4226,84
4231,86
4236,85
4241,80
4246,86
4250,87
4255,80
4260,89
4264,80
4270,79
4275,79
4280,77
4285,86
4288,83
4294,84
4298,84
4304,83
4309,90
4313,89
4319,84
4323,88
4328,80
4333,85
4338,86
4342,88
4347,79
4353,86
4357,86
4362,88
4367,82
4372,90
4376,78
4381,80
4387,89
4391,86
4396,84
4401,89
4406,81
4411,82
4416,85
4421,79
4426,80
4430,80
4435,90
4440,84
4445,86
4450,83
4455,88
4460,86
4464,81
4469,88
4474,87
4479,81
4484,80
4489,87
4494,85
4499,83
4503,82
4508,78
4513,87
4518,81
4523,85
4528,83
4533,85
4537,86
4542,87
4547,80
4552,87
4557,86
4562,84
4567,79
4571,80
4576,83
4580,79
4586,84
4591,81
4596,89
4601,80
4605,82
4610,77
4614,81
4620,80
4625,81
4630,82
4635,86
4640,89
4644,82
4649,84
4654,78
4659,85
4664,79
4669,85
4674,84
4678,86
4683,78
4688,87
4693,86
4697,84
4703,79
4708,86
4712,86
4716,81
4721,84
4726,86
4732,88
4737,82
4742,91
4746,81
4751,90
4755,89
4761,93
4765,85
4771,87
4776,85
4781,89
4785,81
4790,91
4795,92
4800,80
4805,86
4810,87
4814,90
4819,82
4824,91
4828,85
4834,84
4838,91
4844,84
4849,82
4853,94
4858,87
4863,89
4868,88
4873,91
4878,84
4883,89
4888,88
4892,81
4897,92
4902,94
4907,89
4912,89
4917,86
4922,94
4927,84
4930,92
4936,91
4941,84
4946,94
4950,89
4955,93
4960,83
4964,84
4969,91
4975,86
4980,94
4985,88
4990,90
4995,91
4998,96
5004,94
5009,86
5014,94
5019,95
5024,90
5029,85
5034,87
5038,86
5043,88
5048,94
5053,88
5058,89
5063,90
5068,87
5072,95
5077,98
5081,84
5087,87
5092,94
5097,87
5102,88
5105,87
5111,93
5116,98
5121,94
5126,97
5130,87
5136,90
5141,94
5145,89
5149,92
5155,92
5160,85
5164,86
5170,98
5175,99
5179,86
5183,89
5189,86
5194,97
5199,92
5204,96
5209,87
5213,87
5218,92
5223,96
5228,89
5233,96
5238,98
5243,88
5247,99
5252,94
5256,94
5262,97
5267,101
5272,90
5278,95
5283,87
5288,90
5292,90
5297,95
5302,88
5307,99
5312,95
5317,94
5322,97
5328,100
5333,95
5339,100
5343,94
5348,100
5354,101
5359,95
5365,100
5371,102
5376,96
5381,90
5386,95
5392,108
5397,84
5402,98
5408,105
5414,91
5418,99
5423,98
5428,99
5434,101
5439,97
5444,98
5450,101
5455,98
5461,100
5466,93
5470,91
5475,91
5480,102
5486,97
5492,101
5497,103
5504,100
5510,103
5516,102
5523,101
5527,96
5531,94
5537,93
5542,97
5547,96
5552,92
5558,100
5563,103
5569,94
5575,103
5580,93
5584,91
5589,94
5595,103
5600,98
5606,100
5611,98
5616,93
5620,96
5626,92
5630,95
5637,100
5641,98
5646,93
5651,96
5657,100
5663,102
5668,99
5674,105
5679,94
5684,94
5690,105
5695,98
5701,101
5707,103
5712,96
5716,96
5722,104
5728,102
5732,96
5737,98
5743,101
5750,104
5756,102
5762,104
5768,102
5774,105
5780,106
5786,106
5792,103
5797,98
5803,106
5809,105
5815,104
5821,106
5826,99
5832,105
5838,102
5842,97
5847,99
5854,107
5858,97
5864,100
5871,105
5876,97
5881,100
5887,99
5893,100
5898,97
5904,109
5909,101
5915,102
5922,104
5928,105
5933,98
5939,104
5944,98
5947,98
5954,100
5960,106
5965,102
5972,107
5976,97
5982,111
5989,105
5995,106
6001,105
6006,99
6012,102
6017,99
6023,110
6029,107
6035,107
6041,106
6047,110
6052,110
6058,108
6064,101
6071,105
6076,98
6081,104
6088,104
6094,102
6100,112
6105,110
6112,113
6117,99
6123,103
6129,102
6135,110
6141,100
6147,103
6153,108
6159,112
6164,104
6171,110
6177,105
6183,102
6189,110
6195,107
6201,103
6207,102
6213,106
6219,114
6225,104
6230,108
6237,114
6243,104
6249,108
6255,112
6260,116
6267,114
6273,113
6279,111
6286,110
6292,109
6298,114
6304,108
6310,107
6316,108
6322,113
6328,108
6334,108
6340,107
6346,105
6352,100
6358,110
6363,106
6370,111
6376,110
6382,111
6388,104
6394,103
6400,118
6406,113
6412,111
6418,117
6424,118
6430,108
6436,112
6442,113
6447,109
6454,117
6460,112
6466,107
6472,114
6478,109
6484,116
6490,117
6496,114
6502,106
6508,119
6513,113
6520,110
6526,116
6532,118
6538,115
6544,109
6550,119
6556,115
6563,118
6569,107
6575,117
6580,116
6587,116
6593,115
6599,110
6604,109
6611,118
6617,121
6623,110
6629,115
6635,120
6641,118
6647,116
6653,119
6659,119
6664,121
6671,120
6677,120
6683,114
6689,110
6695,113
6701,121
6707,122
6713,112
6719,120
6725,118
6731,120
6737,115
6743,113
6749,116
6754,113
6760,108
6766,122
6773,119
6778,114
6785,123
6791,118
6797,120
6803,117
6809,122
6814,118
6821,114
6826,124
6833,118
6840,118
6846,115
6852,115
6858,117
6863,120
6870,120
6876,124
6882,122
6888,110
6894,117
6900,122
6905,116
6912,124
6918,114
6924,121
6930,116
6936,117
6942,116
6947,114
6954,127
6960,116
6966,123
6971,122
6978,114
6984,120
6990,118
6996,128
7002,122
7008,123
7013,127
7020,125
7026,122
7031,125
7037,121
7043,128
7050,118
7055,126
7062,117
7068,128
7074,125
7080,124
7086,126
7092,124
7098,126
7104,118
7109,120
7116,117
7122,129
7128,121
7134,126
7140,128
7146,126
7151,126
7158,118
7163,124
7170,122
7176,129
7182,118
7188,121
7194,121
7200,124
7206,118
7212,122
7218,128
7225,124
7231,124
7237,128
7243,126
7249,119
7255,120
7261,126
7267,128
7273,123
7279,122
7285,122
7291,128
7296,125
7303,129
7309,130
7314,124
7321,118
7327,132
7333,128
7339,119
7345,126
7351,130
7357,130
7363,124
7369,127
7375,132
7381,129
7386,129
7393,129
7399,132
7405,122
7411,131
7417,134
7423,121
7429,125
7435,124
7441,126
7447,130
7453,121
7459,124
7465,128
7471,126
7477,133
7483,130
7489,132
7495,137
7501,122
7507,127
7513,123
7519,131
7525,125
7531,135
7537,135
7544,127
7550,128
7555,130
7562,134
7568,133
7574,134
7580,134
7586,135
7592,136
7598,127
7604,133
7610,136
7616,124
7622,125
7628,138
7634,128
7640,129
7646,128
7652,133
7658,130
7663,138
7670,136
7676,138
7682,129
7688,138
7694,134
7699,126
7706,128
7712,138
7718,136
7724,132
7730,139
7736,127
7742,138
7747,138
7754,129
7760,134
7765,132
7772,134
7777,128
7783,129
7789,130
7796,138
7802,135
7808,137
7813,138
7820,137
7826,134
7832,139
7838,138
7844,130
7851,129
7857,130
7863,129
7869,130
7875,138
7881,131
7887,133
7893,130
7899,128
7905,134
7911,134
7917,130
7922,139
7929,132
7935,139
7941,135
7947,135
7953,144
7959,140
7965,137
7971,134
7977,138
7983,132
7989,139
7995,132
8001,137
8007,130
8013,131
8019,137
8025,138
8030,142
8037,134
8043,143
8048,136
8055,134
8061,142
8067,145
8073,134
8079,142
8085,141
8091,135
8096,144
8103,140
8109,138
8115,140
8121,133
8127,142
8133,137
8138,146
8145,139
8151,134
8157,141
8163,137
8169,143
8175,144
8180,131
8187,135
8193,135
8199,134
8204,141
8210,141
8217,138
8223,135
8229,135
8235,141
8241,142
8246,141
8253,142
8258,145
8266,133
8272,141
8278,141
8284,146
8290,138
8296,138
8302,144
8308,144
8313,144
8320,145
8326,145
8331,140
8338,142
8344,139
8350,149
8355,146
8362,148
8368,138
8374,143
8379,143
8385,147
8392,147
8398,143
8404,144
8410,138
8416,138
8421,138
8427,147
8434,143
8440,146
8446,141
8452,146
8458,141
8463,149
8470,142
8476,139
8482,151
8488,138
8494,143
8500,151
8506,142
8512,150
8518,147
8524,148
8530,146
8536,142
8542,145
8547,152
8554,148
8560,148
8567,150
8572,138
8578,141
8584,144
8590,139
8597,151
8603,148
8609,141
8614,143
8621,138
8627,141
8633,152
8639,141
8645,146
8651,139
8657,140
8663,146
8669,144
8675,142
8681,146
8687,143
8693,150
8699,142
8705,147
8711,154
8717,142
8723,145
8729,143
8735,144
8741,145
8746,152
8753,152
8759,151
8764,147
8771,151
8777,143
8783,146
8789,150
8794,152
8800,151
8806,142
8813,148
8819,142
8824,150
8830,148
8837,144
8843,143
8849,155
8855,149
8862,146
8868,147
8874,152
8880,150
8886,145
8892,153
8898,150
8903,152
8910,154
8916,153
8922,149
8928,146
8934,156
8940,150
8946,149
8952,153
8957,152
8963,154
8969,146
8976,144
8981,154
8988,149
8994,148
9000,154
9006,148
9011,146
9018,152
9024,150
9030,148
9036,154
9042,156
9047,155
9054,150
9060,150
9066,144
9072,149
9078,146
9083,151
9090,152
9096,156
9102,152
9108,150
9113,147
9120,158
9125,160
9132,150
9139,150
9145,158
9151,148
9157,152
9163,155
9169,154
9175,153
9180,160
9187,150
9193,148
9199,149
9205,153
9211,161
9217,150
9223,153
9229,157
9235,150
9241,149
9246,151
9253,156
9259,153
9264,154
9271,158
9277,154
9282,162
9289,150
9295,153
9301,158
9307,156
9313,150
9319,156
9325,158
9331,160
9336,155
9343,154
9349,162
9355,151
9362,165
9368,154
9374,156
9380,160
9385,158
9392,157
9398,160
9404,150
9410,164
9416,164
9422,154
9428,163
9434,156
9440,156
9446,154
9452,165
9458,157
9463,164
9470,155
9476,151
9482,165
9488,168
9494,161
9500,165
9507,162
9513,165
9519,157
9525,156
9530,164
9537,165
9543,161
9549,152
9555,156
9561,156
9567,165
9573,163
9579,165
9585,156
9591,167
9596,158
9603,160
9609,157
9614,164
9621,161
9627,156
9633,155
9640,161
9646,160
9652,166
9658,168
9663,158
9669,167
9676,161
9682,170
9688,167
9694,160
9699,165
9706,157
9712,160
9718,172
9724,158
9730,175
9736,163
9742,160
9747,155
9755,168
9760,167
9767,167
9773,160
9778,161
9784,160
9791,160
9796,159
9803,172
9809,161
9814,170
9820,167
9826,161
9833,170
9839,164
9845,173
9851,168
9857,165
9864,164
9870,170
9876,167
9882,171
9887,175
9894,172
9900,164
9906,165
9912,162
9918,172
9924,166
9930,173
9936,175
9942,166
9948,170
9954,168
9960,174
9967,167
9973,164
9978,169
9984,174
9990,177
9996,172
10002,166
10008,165
10014,165
10021,166
10027,169
10033,165
10039,169
10045,168
10050,176
10057,172
10063,170
10070,178
10076,163
10082,169
10088,176
10094,177
10100,168
10106,176
10112,170
10117,177
10123,179
10129,174
10136,166
10142,172
10147,170
10154,172
10160,172
10166,172
10173,176
10179,178
10185,179
10191,169
10196,176
10203,167
10209,169
10215,175
10221,172
10227,180
10233,180
10239,174
10245,169
10251,178
10257,179
10263,172
10270,172
10276,180
10282,178
10288,171
10294,172
10300,181
10306,169
10312,180
10318,173
10323,177
10330,172
10336,182
10342,173
10347,179
10354,171
10360,170
10366,173
10372,178
10378,183
10384,174
10391,171
10396,176
10403,169
10409,181
10415,172
10421,172
10427,183
10432,171
10439,181
10445,180
10451,173
10457,174
10463,173
10469,183
10475,181
10482,182
10488,184
10494,173
10499,178
10505,180
10511,174
10518,184
10524,174
10530,184
10536,178
10542,178
10548,173
10554,183
10560,185
10566,184
10572,186
10578,181
10585,179
10591,185
10596,186
10603,176
10609,182
10615,178
10621,186
10627,183
10633,184
10639,178
10645,180
10651,186
10657,182
10663,176
10669,189
10675,182
10680,185
10688,176
10694,183
10700,188
10706,181
10712,182
10718,182
10724,176
10730,179
10735,189
10742,189
10748,188
10754,185
10760,186
10765,177
10772,192
10778,192
10784,180
10791,186
10796,190
10803,180
10809,179
10815,189
10821,182
10827,180
10832,181
10838,180
10844,181
10851,181
10857,181
10863,180
10869,189
10874,183
10881,181
10887,183
10894,188
10899,185
10906,194
10912,184
10918,192
10924,187
10930,180
10936,189
10942,185
10947,187
10954,184
10960,184
10965,179
10971,186
10977,192
10984,183
10990,187
10996,194
11003,186
11009,183
11015,183
11021,191
11027,191
11033,184
11039,185
11045,188
11051,192
11057,197
11063,192
11069,188
11075,190
11080,195
11087,187
11092,184
11099,184
11105,186
11112,194
11118,192
11124,186
11130,193
11136,194
11142,193
11147,196
11154,194
11160,194
11165,194
11172,185
11178,200
11184,188
11190,189
11196,188
11203,186
11209,185
11214,198
11221,198
11227,196
11233,186
11239,195
11245,184
11251,190
11257,186
11263,193
11269,196
11275,189
11280,189
11287,199
11293,199
11300,198
11306,195
11312,197
11318,199
11324,197
11330,196
11336,189
11342,190
11347,194
11354,197
11360,195
11366,190
11372,196
11377,202
11383,198
11389,192
11396,191
11403,199
11409,202
11414,204
11421,192
11427,199
11433,191
11438,199
11445,199
11451,202
11457,192
11463,200
11469,202
11475,205
11481,194
11487,202
11494,192
11500,199
11505,200
11512,204
11518,202
11524,198
11529,204
11536,205
11542,192
11547,197
11554,206
11559,205
11566,194
11572,200
11578,206
11585,200
11591,195
11596,199
11603,206
11609,194
11615,199
11621,206
11627,196
11633,198
11639,198
11645,203
11651,198
11657,208
11663,204
11669,202
11676,206
11682,197
11688,197
11694,199
11699,194
11706,200
11711,207
11717,199
11723,207
11729,209
11736,200
11742,201
11748,209
11754,207
11760,197
11767,205
11773,203
11778,205
11785,208
11791,201
11796,211
11803,208
11809,206
11814,206
11821,202
11827,206
11833,201
11839,203
11845,211
11851,210
11857,210
11864,201
11870,198
11876,199
11882,204
11888,205
11894,206
11899,202
11906,209
11912,209
11918,207
11924,204
11929,204
11937,198
11943,204
11949,203
11955,206
11961,203
11966,200
11973,214
11979,203
11985,213
11991,215
11996,213
12003,201
12009,209
12015,204
12022,209
12028,212
12034,211
12040,206
12046,214
12052,213
12058,207
12063,203
12069,201
12075,213
12082,208
12088,216
12094,212
12100,206
12107,206
12113,214
12119,212
12125,216
12130,218
12137,214
12143,206
12148,213
12155,219
12161,209
12167,215
12173,207
12179,214
12185,213
12192,207
12197,218
12204,214
12210,213
12216,216
12222,211
12228,218
12234,212
12240,210
12246,218
12252,210
12258,218
12263,208
12269,209
12277,213
12283,220
12288,213
12294,219
12301,214
12307,211
12313,211
12319,218
12325,218
12331,210
12337,210
12343,210
12349,222
12355,218
12362,216
12368,212
12374,213
12379,210
12385,218
12392,211
12397,218
12404,221
12410,210
12416,223
12422,215
12428,213
12434,219
12440,214
12446,220
12453,218
12459,217
12465,218
12471,224
12477,218
12483,218
12489,218
12495,220
12501,225
12507,225
12513,221
12519,226
12525,216
12532,218
12538,212
12544,216
12550,226
12556,221
12562,222
12568,226
12574,223
12579,219
12586,234
12592,227
12598,224
12604,215
12610,228
12616,228
12622,219
12629,222
12635,218
12641,223
12646,225
12653,223
12659,229
12665,225
12671,228
12677,221
12683,223
12689,222
12695,228
12701,226
12708,220
12713,215
12720,223
12726,222
12732,221
12738,229
12744,222
12750,217
12756,224
12762,216
12768,230
12774,221
12779,220
12786,217
12793,222
12799,227
12805,228
12811,231
12817,219
12823,226
12829,229
12835,222
12841,228
12847,220
12853,221
12859,224
12864,218
12870,222
12877,230
12883,225
12890,225
12896,225
12902,234
12908,234
12913,230
12920,231
12926,227
12932,228
12938,232
12944,228
12949,236
12957,234
12963,233
12968,233
12975,232
12980,231
12987,232
12993,235
12999,235
13005,228
13011,226
13017,235
13023,232
13029,232
13035,234
13042,232
13048,236
13054,236
13060,236
13066,228
13072,236
13078,224
13084,229
13090,229
13096,237
13102,235
13108,227
13113,237
13120,237
13126,226
13132,236
13138,237
13145,231
13151,234
13157,238
13163,237
13169,237
13175,226
13181,234
13187,229
13193,233
13199,227
13206,236
13212,237
13218,239
13224,227
13229,234
13236,233
13242,234
13247,234
13254,233
13260,236
13266,238
13272,236
13278,233
13284,234
13290,239
13296,231
13303,242
13309,246
13314,239
13321,239
13327,234
13333,238
13339,228
13345,231
13351,231
13356,231
13363,231
13368,238
13376,232
13381,229
13387,240
13394,244
13400,238
13406,231
13412,237
13418,239
13424,243
13429,238
13436,236
13442,240
13447,239
13455,230
13461,243
13466,234
13473,239
13479,241
13485,233
13491,233
13496,235
13503,230
13509,232
13515,230
13521,241
13527,232
13533,232
13540,239
13546,233
13552,234
13558,237
13563,244
13570,237
13576,237
13582,239
13588,240
13594,246
13600,238
13605,239
13612,234
13618,245
13625,234
13630,241
13637,245
13643,239
13649,244
13654,238
13661,238
13667,242
13673,233
13679,239
13685,241
13691,239
13696,244
13704,250
13710,240
13715,241
13722,246
13728,236
13734,236
13740,236
13746,244
13752,245
13758,241
13763,241
13770,249
13776,245
13782,236
13788,245
13795,243
13801,245
13807,244
13813,248
13819,248
13824,249
13830,240
13837,241
13843,249
13849,246
13854,244
13861,238
13867,250
13874,243
13879,251
13886,249
13891,247
13897,250
13903,244
13910,250
13916,247
13922,246
13928,248
13933,246
13940,250
13946,253
13952,250
13959,241
13964,252
13971,238
13977,245
13983,253
13989,249
13995,245
14001,239
14007,240
14013,242
14019,253
14025,251
14030,240
14037,242
14044,252
14050,241
14056,248
14062,244
14068,244
14074,243
14079,244
14086,242
14092,251
14097,252
14103,254
14110,255
14116,240
14122,250
14129,256
14135,248
14141,256
14146,252
14153,249
14158,254
14164,246
14171,256
14177,245
14183,246
14189,254
14195,248
14201,248
14207,246
14213,251
14220,250
14226,250
14232,252
14238,247
14244,250
14250,251
14256,247
14261,248
14268,256
14274,247
14279,254
14286,250
14292,246
14299,248
14305,257
14311,249
14317,258
14323,259
14329,247
14335,246
14341,259
14346,258
14353,258
14359,258
14364,253
14371,261
14376,249
14383,258
14390,258
14396,254
14402,247
14408,253
14413,248
14420,254
14426,247
14432,256
14438,258
14444,258
14450,251
14456,248
14463,258
14469,259
14475,253
14480,249
14487,257
14493,257
14499,251
14505,262
14511,260
14517,251
