Time,Values
0,326
5,34
10,38
15,33
20,32
25,30
30,26
34,18
39,18
44,16
49,19
54,21
59,27
63,20
68,29
73,33
78,36
83,30
88,37
93,37
97,43
102,46
107,55
112,57
117,57
122,54
127,66
131,68
136,64
141,73
146,79
151,74
156,76
161,81
165,80
169,92
174,92
180,91
186,101
192,105
198,110
204,104
210,114
216,122
222,126
228,118
234,126
240,133
246,138
252,138
258,133
264,136
270,144
276,149
282,144
288,154
294,148
300,148
306,151
313,163
319,164
325,164
331,161
337,162
343,169
349,177
355,175
361,179
367,178
373,172
379,176
385,173
391,175
397,177
403,185
409,192
416,192
422,194
428,188
434,185
440,186
446,188
452,201
458,196
464,190
469,194
476,195
482,205
488,197
494,200
500,206
507,198
513,210
519,208
525,207
531,204
537,206
543,205
549,213
555,208
561,206
567,214
573,213
579,210
585,218
592,216
598,210
604,217
610,216
616,222
622,225
628,214
634,212
640,216
646,221
652,221
658,226
664,226
670,216
676,225
683,224
689,218
695,221
701,223
707,222
713,224
719,224
725,217
731,230
737,228
743,218
749,230
756,228
762,220
768,228
774,220
780,230
786,225
792,219
798,222
804,228
810,228
816,224
822,233
828,234
834,226
841,226
847,228
853,227
859,225
865,239
871,234
877,228
883,227
889,222
895,226
901,235
907,224
913,225
919,234
926,233
932,225
938,238
944,226
950,234
956,225
962,237
968,232
974,225
980,240
986,225
992,233
998,227
1005,227
1011,232
1017,237
1023,235
1029,228
1035,229
1041,237
1047,227
1053,230
1059,231
1065,238
1071,229
1077,234
1084,237
1090,232
1096,230
1102,238
1108,237
1114,229
1120,237
1126,232
1132,233
1138,237
1144,227
1150,233
1156,236
1162,243
1168,228
1174,229
1180,227
1187,231
1193,230
1199,229
1205,233
1211,240
1217,231
1223,241
1229,228
1235,236
1241,230
1247,237
1254,229
1260,238
1266,235
1272,238
1278,229
1284,241
1290,231
1296,234
1302,230
1308,240
1314,239
1320,229
1326,240
1332,242
1339,232
1345,235
1351,234
1357,236
1363,229
1369,234
1375,240
1381,238
1387,241
1393,238
1399,238
1405,242
1411,242
1418,236
1424,239
1430,240
1436,238
1442,238
1448,231
1454,233
1460,232
1466,240
1472,233
1478,241
1484,236
1490,238
1496,234
1503,236
1509,232
1515,234
1521,239
1527,235
1533,241
1539,234
1544,232
1551,232
1557,242
1563,239
1569,234
1575,237
1581,242
1588,232
1594,230
1600,238
1606,234
1612,245
1618,242
1624,236
1630,239
1636,239
1642,235
1648,244
1654,240
1660,235
1667,235
1673,233
1679,241
1685,233
1691,240
1697,233
1703,236
1709,244
1715,234
1721,232
1727,232
1733,242
1739,239
1746,235
1752,233
1758,244
1764,244
1770,240
1776,233
1782,235
1788,235
1794,242
1800,232
1806,240
1812,232
1818,232
1824,240
1831,232
1837,231
1843,244
1849,238
1855,233
1861,233
1867,232
1873,242
1879,237
1885,241
1891,238
1897,243
1903,241
1909,239
1916,232
1922,236
1928,235
1934,244
1940,246
1946,234
1952,233
1958,233
1964,237
1970,242
1976,234
1982,243
1988,238
1995,238
2001,234
2007,234
2013,232
2019,233
2025,245
2031,245
2037,233
2043,238
2049,240
2055,236
2061,236
2067,239
2073,243
2080,246
2086,246
2092,241
2098,239
2104,231
2110,244
2116,246
2122,233
2128,246
2134,242
2140,238
2146,240
2152,234
2158,236
2165,234
2171,237
2177,238
2183,234
2189,240
2195,240
2201,235
2207,246
2213,240
2219,237
2225,239
2231,244
2237,242
2243,233
2250,238
2256,239
2262,243
2268,236
2274,235
2280,233
2286,244
2292,244
2298,244
2304,238
2310,236
2316,239
2322,245
2329,234
2335,245
2340,237
2347,246
2353,237
2359,236
2365,233
2371,245
2377,234
2383,240
2389,242
2395,248
2401,248
2407,235
2413,238
2420,236
2426,234
2432,239
2438,243
2444,242
2450,240
2456,238
2462,236
2468,243
2474,241
2480,236
2486,247
2492,246
2498,241
2505,237
2511,237
2517,238
2523,241
2529,241
2535,250
2541,242
2547,235
2553,241
2559,238
2565,234
2571,244
2577,241
2584,246
2590,243
2596,241
2602,242
2608,238
2614,247
2620,244
2626,237
2632,247
2638,245
2644,240
2650,245
2656,235
2662,246
2668,249
2675,236
2681,247
2687,247
2693,237
2699,246
2705,239
2711,238
2717,248
2723,248
2729,237
2735,247
2741,237
2747,244
2753,247
2760,242
2766,245
2772,247
2778,237
2784,241
2790,240
2796,245
2802,246
2808,247
2814,247
2820,245
2826,252
2832,248
2838,248
2845,249
2851,239
2857,239
2863,243
2869,249
2875,249
2881,248
2887,248
2893,238
2899,237
2905,245
2911,249
2917,250
2923,239
2930,242
2936,249
2942,245
2948,242
2954,238
2960,242
2966,237
2972,240
2978,247
2984,248
2990,242
2996,246
3002,239
3008,246
3015,252
3021,250
3027,247
3033,238
3039,246
3045,244
3051,242
3057,248
3063,242
3069,248
3075,246
3081,247
3087,249
3093,242
3099,247
3106,247
3112,239
3118,240
3124,243
3130,239
3136,243
3142,249
3148,250
3154,243
3160,248
3166,237
3172,239
3178,241
3184,244
3191,249
3197,248
3203,237
3209,244
3215,245
3221,247
3226,252
3233,246
3239,241
3245,242
3251,248
3257,246
3263,239
3269,250
3276,245
3282,249
3288,248
3294,241
3300,243
3306,238
3312,239
3318,244
3324,244
3330,249
3336,246
3342,245
3348,247
3355,245
3361,238
3367,247
3373,248
3379,250
3385,240
3391,242
3397,242
3403,248
3409,252
3415,243
3421,251
3427,248
3433,239
3439,244
3446,242
3452,250
3458,249
3464,245
3470,246
3476,236
3482,241
3488,247
3494,249
3500,242
3506,243
3512,250
3518,238
3524,240
3531,252
3537,242
3543,240
3549,248
3555,242
3561,241
3567,250
3573,243
3579,239
3585,240
3591,251
3597,242
3603,241
3609,237
3616,246
3622,254
3628,248
3634,239
3640,237
3646,240
3652,242
3658,251
3664,240
3670,249
3676,247
3682,237
3688,247
3694,243
3701,247
3707,244
3713,250
3719,240
3725,252
3731,252
3737,238
3743,240
3749,251
3755,252
3761,249
3767,246
3773,244
3779,250
3786,246
3792,243
3798,253
3804,250
3810,241
3816,250
3822,246
3828,238
3834,251
3840,252
3846,240
3852,250
3858,251
3864,247
3871,241
3877,239
3883,250
3889,244
3895,247
3901,249
3907,249
3913,241
3919,242
3925,246
3931,254
3937,251
3943,249
3950,239
3956,238
3962,249
3968,250
3974,250
3980,250
3986,250
3992,247
3998,242
4004,242
4010,245
4016,242
4022,244
4028,247
4035,245
4041,239
4047,248
4053,242
4059,256
4065,252
4071,253
4077,248
4083,239
4089,244
4095,242
4101,251
4107,246
4114,244
4120,244
4126,244
4132,246
4138,246
4144,243
4150,247
4156,251
4162,243
4168,250
4174,240
4180,248
4186,245
4192,243
4199,244
4205,251
4211,246
4217,250
4223,242
4229,247
4235,246
4241,245
4247,248
4253,251
4259,250
4265,246
4271,241
4277,249
4284,253
4290,241
4296,248
4302,252
4308,242
4314,255
4320,255
4326,243
4332,252
4338,241
4344,240
4350,246
4356,254
