Time,Values
0,315
5,31
9,30
14,27
19,25
24,16
29,16
34,23
39,17
43,12
48,18
53,16
58,28
63,27
68,28
73,24
77,26
82,28
87,35
92,34
97,27
102,38
107,36
110,36
116,35
121,38
126,37
131,34
136,40
141,35
145,37
150,42
155,38
160,40
165,42
170,37
175,37
179,42
184,44
189,38
194,38
199,43
204,41
209,45
213,45
218,42
223,42
228,41
233,42
238,45
243,39
247,48
252,44
257,44
262,45
267,46
272,40
277,47
281,45
286,43
291,46
296,40
301,48
306,43
311,45
316,47
320,45
325,50
330,47
335,44
340,50
345,49
350,41
354,50
359,41
364,43
369,48
374,46
379,45
384,51
387,47
393,44
398,50
403,44
408,49
413,50
418,48
423,47
427,41
432,46
437,50
441,48
447,42
452,50
457,44
461,49
466,50
471,49
476,50
481,46
486,48
491,44
494,48
500,45
505,43
510,44
515,42
520,42
525,45
529,47
534,47
539,47
544,47
549,41
554,50
559,49
564,49
568,49
573,46
578,48
583,46
588,40
593,46
598,46
602,45
607,43
612,46
617,46
622,48
627,51
632,44
636,44
641,50
645,41
651,50
656,46
661,46
666,49
670,42
675,50
680,45
685,44
690,47
695,48
700,41
705,51
709,41
714,50
719,47
724,45
729,47
734,48
739,50
743,45
748,47
753,43
758,46
763,47
768,47
773,47
777,47
782,40
787,49
792,42
797,45
802,47
807,43
811,45
816,46
821,40
826,40
831,45
836,41
841,47
846,48
850,45
855,41
859,48
865,46
870,44
875,46
880,42
884,47
889,46
894,44
898,44
903,47
908,41
914,41
918,47
923,50
928,42
933,40
938,48
943,47
948,46
953,50
957,52
962,44
967,50
972,40
977,40
982,41
987,41
991,46
996,41
1001,50
1006,40
1011,44
1016,48
1021,43
1025,42
1030,48
1035,45
1040,43
1045,47
1050,43
1055,42
1059,46
1064,43
1069,44
1074,47
1079,49
1084,46
1089,44
1094,42
1098,47
1103,51
1108,48
1113,41
1118,42
1123,44
1128,41
1132,46
1137,42
1142,44
1147,42
1152,41
1157,50
1162,43
1166,41
1171,42
1176,51
1180,42
1186,48
1191,49
1196,41
1201,46
1205,42
1210,50
1215,53
1220,43
1225,50
1230,48
1235,46
1239,44
1244,46
1249,45
1254,46
1259,49
1264,49
1269,46
1273,46
1278,42
1283,48
1288,52
1293,45
1298,48
1303,50
1308,41
1312,48
1317,48
1322,46
1327,46
1332,46
1337,47
1342,41
1346,45
1351,45
1356,45
1361,44
1366,43
1371,47
1376,46
1380,42
1385,45
1390,46
1395,50
1400,52
1405,46
1410,43
1414,52
1419,46
1424,51
1429,46
1434,43
1439,50
1444,49
1449,43
1453,48
1458,47
1463,45
1468,48
1473,49
1478,49
1483,44
1487,44
1492,51
1497,48
1502,45
1507,49
1512,44
1517,52
1521,45
1526,46
1531,51
1536,42
1541,52
1546,51
1551,46
1555,46
1560,45
1565,45
1570,42
1575,52
1580,49
1585,49
1590,48
1594,49
1599,48
1604,50
1609,50
1614,46
1619,47
1624,49
1628,47
1633,50
1638,43
