Time,Values
0,60
5,53
10,56
14,50
20,52
24,40
29,37
34,37
39,40
44,39
49,41
54,39
58,47
63,46
68,49
73,44
78,48
83,44
88,46
93,48
97,54
102,51
107,50
112,54
116,46
122,51
127,57
131,56
136,55
141,51
146,52
151,52
156,54
161,56
166,57
170,57
175,55
180,55
185,57
190,58
195,55
200,55
204,60
208,60
214,60
219,53
224,56
229,58
234,56
239,54
243,53
248,64
253,53
258,60
263,55
268,61
273,60
277,56
282,56
287,59
292,56
297,54
302,60
307,51
312,54
316,55
321,57
326,57
331,54
336,53
341,57
346,56
350,53
355,61
360,64
365,61
370,58
375,58
380,55
385,58
389,55
394,60
399,62
404,60
409,62
414,61
419,53
422,61
428,61
433,60
438,56
443,64
448,55
453,63
458,58
462,61
467,61
472,59
477,64
482,54
487,54
492,55
496,53
501,57
506,62
511,60
516,57
521,53
525,56
530,58
534,60
540,57
545,64
550,51
555,62
560,64
565,62
569,62
574,62
579,57
584,62
589,55
594,58
599,64
603,61
608,52
613,60
618,62
623,57
628,60
633,62
638,64
641,54
647,64
652,59
657,54
662,61
667,59
672,58
676,55
681,53
686,56
691,50
696,58
701,55
706,57
711,59
715,64
720,60
725,58
730,58
734,57
740,65
745,62
749,61
754,58
759,60
764,57
768,55
773,54
778,57
783,54
787,56
792,58
797,55
803,60
808,58
813,59
818,57
822,64
827,52
832,57
837,64
842,54
846,59
852,52
857,62
861,61
865,64
871,60
876,53
881,57
886,56
891,58
895,59
900,58
905,62
910,61
915,59
920,64
925,60
929,60
934,60
938,58
944,53
949,61
954,63
959,61
964,60
967,56
972,54
978,58
982,53
988,50
992,54
998,53
1003,54
1007,62
1012,59
1016,55
1021,58
1026,54
1031,60
1037,56
1041,60
1046,61
1051,58
1056,54
1061,53
1065,58
1071,53
1076,59
1080,64
1085,56
1090,62
1095,53
1100,56
1105,56
1109,62
1113,59
1118,51
1124,53
1129,53
1134,62
1139,58
1144,62
1148,56
1153,61
1158,61
1163,57
1168,58
1173,55
1178,58
1183,53
1186,54
1192,59
1197,58
1202,59
1207,62
1212,62
1217,59
1222,65
1226,59
1231,62
1236,58
1241,60
1246,63
1251,57
1256,56
1260,57
1265,55
1269,60
1275,54
1279,55
1285,56
1290,59
1294,57
1299,61
1304,61
1309,53
1313,61
1319,54
1324,58
1328,55
1333,55
1338,62
1343,56
1348,59
1353,58
1358,57
1363,57
1367,58
1372,58
1377,62
1382,54
1387,58
1392,56
1397,60
1402,54
1406,60
1410,65
1416,60
1421,60
1426,55
1431,54
1436,62
1440,62
1445,65
1450,65
1455,63
1460,62
1465,57
1470,55
1475,56
1479,64
1484,62
1489,59
1494,58
1499,58
1504,64
1509,58
1513,57
1518,61
1523,57
1528,59
1533,62
1538,58
1543,56
1548,56
1552,62
1557,57
1562,58
1567,60
1572,62
1577,56
1582,57
1586,58
1591,58
1595,60
1600,54
1606,58
1611,59
1616,60
1621,57
1625,56
1630,53
1635,61
1640,55
1645,59
1650,58
1655,56
1659,58
1664,56
1669,55
1674,57
1679,59
1684,61
1689,61
1693,58
1697,55
1703,54
1708,58
1713,60
1718,60
1723,60
1728,62
1732,57
1737,60
1742,56
1747,64
1752,62
1757,52
1762,57
1766,59
1771,61
1776,57
1780,52
1785,58
1790,61
1795,54
1800,64
1804,57
1810,62
1814,53
1820,55
1824,61
1829,54
1834,59
1839,57
1844,60
1849,52
1854,60
1859,62
1864,53
1869,57
1874,58
1878,54
1883,55
1888,59
1893,60
1898,54
1903,53
1908,55
1912,56
1917,59
1922,62
1926,56
1932,59
1937,63
1942,52
1947,55
1951,59
1956,61
1961,62
1966,55
1971,58
1976,65
1981,66
1985,64
1990,56
1995,55
2000,54
2005,57
2009,58
2014,65
2019,58
2023,54
2029,54
2033,64
2039,62
2043,55
2049,58
2054,62
2058,53
2063,54
2068,61
2073,58
2078,55
2083,61
2087,56
2092,61
2097,64
2102,55
2107,61
2112,58
2117,57
2122,58
2127,60
2131,64
2136,58
2141,52
2146,56
2151,56
2156,53
2160,51
2164,57
2170,54
2175,55
2180,53
2185,63
2190,56
2195,60
2199,60
2203,62
2208,61
2213,58
2219,61
2223,61
2229,59
2233,60
2238,56
2243,62
2248,60
2253,55
2258,57
2263,60
2268,55
2273,57
2277,60
