Time,Values
0,350
4,25
10,22
14,21
20,19
23,13
27,9
31,6
34,8
38,3
41,8
45,9
49,9
54,10
58,12
63,11
68,19
74,22
78,22
83,29
88,28
93,29
97,33
101,27
108,37
111,37
116,43
122,41
127,42
132,46
136,46
142,52
145,50
151,53
156,55
161,49
166,59
171,57
176,57
181,52
185,53
190,54
193,66
200,59
205,66
210,61
215,68
219,66
223,66
229,61
234,68
239,66
243,71
249,64
253,73
258,65
263,64
267,71
273,74
277,76
283,74
287,66
292,65
297,67
302,71
306,72
311,77
317,78
321,67
326,73
331,68
336,71
341,70
345,70
350,70
355,76
360,71
365,78
370,70
375,76
380,74
385,74
389,70
394,68
399,68
404,71
409,79
414,75
418,73
423,72
428,69
433,76
438,76
442,70
448,70
453,71
458,81
461,74
467,72
472,71
477,69
482,78
487,73
492,72
495,77
500,79
505,70
510,74
516,78
521,78
525,72
528,68
533,78
539,76
544,80
550,78
554,76
558,74
563,80
569,76
573,80
577,80
584,76
589,74
594,79
597,80
603,73
608,74
612,69
617,68
622,69
627,71
631,81
636,70
641,72
646,79
651,80
656,75
661,76
665,72
671,73
676,76
680,80
685,70
690,74
695,80
700,74
704,78
709,77
714,81
719,75
724,78
730,74
735,74
739,74
744,77
749,80
754,74
758,75
764,74
768,79
773,74
777,80
783,78
787,68
792,70
798,75
803,71
805,80
811,72
817,80
822,70
826,76
831,72
835,80
840,79
845,71
851,77
856,78
861,77
864,80
869,78
875,74
880,77
885,74
890,81
894,71
900,76
905,79
909,80
914,82
918,72
924,80
928,80
933,76
939,72
944,78
948,78
953,75
958,74
962,76
967,81
972,72
977,76
981,72
987,68
992,72
996,83
1002,73
1007,85
1011,77
1016,76
1021,66
1026,85
1031,72
1036,71
1040,75
1045,78
1050,78
1054,80
1059,73
1065,79
1070,77
1075,78
1079,69
1085,71
1089,79
1094,79
1099,75
1104,78
1109,80
1113,74
1119,69
1123,77
1127,70
1132,73
1138,76
1143,78
1147,81
1152,70
1157,74
1161,74
1167,74
1172,75
1176,80
1181,72
1186,74
1190,73
1195,80
1200,77
1205,73
1211,69
1216,80
1221,70
1226,75
1230,70
1234,71
1240,72
1243,70
1250,80
1255,72
1260,79
1263,78
1268,79
1274,73
1278,75
1284,72
1289,75
1294,75
1298,76
1303,76
1308,72
1312,77
1317,75
1323,72
1327,73
1332,77
1337,79
1342,75
1347,77
1352,71
1356,77
1361,73
1366,74
1371,70
1375,68
1381,72
1386,74
1391,75
1395,76
1400,74
1405,74
1410,74
1415,77
1420,80
1424,76
1430,80
1434,70
1439,70
1443,74
1449,70
1453,77
1458,79
1463,77
1468,74
1473,79
1477,73
1482,76
1488,77
1493,70
1498,72
1503,75
1507,70
1511,71
1517,71
1521,68
1527,80
1532,73
1537,77
1540,72
1544,76
1549,79
1554,78
1561,75
1565,71
1571,68
1575,78
1580,77
1585,70
1589,78
1594,68
1600,78
1605,74
1609,74
1614,80
1619,69
1624,75
1628,72
1634,76
1639,81
1642,80
1648,75
1653,71
1658,74
1662,74
1668,76
1673,78
1676,75
1682,77
1687,76
1692,71
1697,77
1701,77
1706,74
1711,71
1716,73
1721,74
1726,76
1731,70
1736,70
1740,77
1745,80
1750,73
1755,80
1760,69
1765,75
1770,80
1774,70
1780,72
1784,68
1788,72
1794,70
1799,77
1804,70
1809,75
1814,69
1818,70
1823,71
1827,77
1832,77
1837,72
1842,72
1847,76
1851,73
1856,71
1861,75
1866,79
1871,68
1877,80
1882,74
1886,76
1890,74
1895,68
1901,80
1906,72
1910,79
1915,74
1919,69
1924,80
1929,70
1935,76
1940,73
1943,74
1950,73
1954,76
1959,78
1963,72
1969,81
1974,74
1978,80
1984,85
1989,72
1993,67
1998,70
2003,72
2008,74
2013,72
2018,86
2023,73
2027,76
2030,74
2037,80
2042,77
2047,76
2052,78
2057,79
2061,78
2066,73
2071,72
2076,75
2081,74
2086,80
2091,80
2094,76
2100,75
2105,74
2110,69
2115,71
2120,78
2125,82
2130,80
2134,77
2139,72
2144,76
2149,82
2154,79
2159,71
2164,70
2168,75
2173,78
2177,80
2183,70
2188,78
2193,82
2197,72
2202,77
2207,75
2211,70
2216,72
2222,84
2227,76
2232,74
2236,77
2241,80
2245,79
2251,83
2256,80
2260,83
2266,79
2270,80
2275,77
2280,72
2285,77
2290,73
2294,75
2300,74
2304,83
2308,82
2314,80
2319,70
2324,75
2327,72
2334,73
2339,75
2343,82
2347,76
2353,77
2358,79
2362,72
2368,78
2373,74
2377,77
2382,73
2387,81
2391,78
2396,72
2402,78
2407,76
2410,79
2416,77
2420,79
2426,81
2431,73
2436,74
2441,80
2444,79
2450,84
2455,80
2460,73
2465,81
2469,80
2475,78
2478,82
2484,77
2488,87
2493,74
2499,81
2504,82
2509,75
2512,78
2518,71
2523,80
2527,79
2533,82
2538,73
2543,83
2547,80
2552,83
2557,82
2560,78
2565,76
2570,81
2575,79
2581,77
2585,81
2591,78
2595,84
2600,85
2606,76
2611,72
2616,82
2620,75
2624,84
2630,81
2635,81
2640,76
2644,71
2650,82
2655,74
2659,78
2664,77
2668,76
2674,80
2677,83
2684,81
2688,76
2692,76
2698,80
2702,80
2707,85
2712,75
2717,75
2722,82
2726,82
2731,77
2737,78
2742,77
2747,83
2752,77
2757,84
2760,77
2766,82
2771,82
2775,78
2781,77
2786,83
2790,76
2795,74
2800,78
2805,80
2810,80
2815,78
2819,82
2825,83
2829,80
2833,82
2838,80
2844,82
2849,82
2854,82
2859,77
2864,85
2868,81
2873,76
2876,86
2882,85
2888,75
2891,85
2896,74
2900,78
2905,80
2911,82
2917,74
2921,79
2926,79
2931,85
2936,75
2940,85
2945,81
2950,78
2955,85
2960,86
2966,83
2970,77
2975,72
2980,74
2984,82
2989,82
2994,74
2999,83
3004,83
3008,82
3013,77
3018,84
3023,74
3028,76
3034,82
3039,82
3044,82
3047,76
3053,82
3057,76
3062,85
3067,75
3073,83
3077,83
3082,74
3087,86
3092,77
3095,84
3102,73
3107,80
3111,73
3116,76
3121,85
3125,77
3131,76
3136,74
3141,81
3145,78
3150,75
3155,82
3160,76
3165,75
3170,74
3175,77
3180,77
3184,76
3189,74
3193,74
3198,79
3204,83
3208,77
3214,72
3219,84
3223,79
3227,81
3232,75
3238,72
3243,70
3248,79
3253,78
3257,76
3261,74
3267,76
3272,76
3277,74
3282,78
3287,74
3291,72
3296,77
3301,71
3306,81
3310,79
3316,69
3321,70
3324,78
3329,78
3334,71
3339,70
3344,69
3349,74
3354,75
3359,70
3364,72
3369,73
3373,76
3378,79
3383,73
3389,81
3393,76
3397,70
3402,76
3407,71
3413,80
3417,79
3423,79
3427,70
3432,79
3437,72
3442,80
3446,80
3451,70
3456,80
3461,70
3466,78
3470,69
3476,69
3481,71
3485,70
3490,78
3495,73
3499,72
3504,72
3510,81
3515,79
3519,77
3524,78
3529,79
3533,78
3538,74
3544,78
3549,72
3554,76
3557,80
3564,70
3567,77
3573,79
3577,76
3581,73
3586,72
3591,76
3596,70
3602,69
3606,75
3611,79
3616,79
3621,76
3626,72
3632,69
3636,77
3641,71
3645,80
3651,78
3656,77
3660,72
3666,75
3669,79
3675,72
3680,78
3685,74
3689,80
3694,73
3700,78
3704,73
3709,68
3714,71
3719,74
3723,78
3728,67
3734,76
3739,72
3743,73
3747,72
3753,68
3757,71
3763,73
3767,77
3773,77
3777,68
3782,76
3787,78
3792,73
3797,72
3802,75
3806,75
3810,76
3816,76
3820,73
3825,75
3830,77
3835,73
3840,76
3843,79
3850,70
3855,70
3860,70
3864,81
3870,74
3875,69
3878,80
3884,73
3887,74
3893,73
3898,76
3904,77
3909,70
3913,74
3917,74
3923,70
3927,73
3933,72
3938,72
3943,70
3947,72
3952,75
3956,67
3961,77
3967,75
3972,69
3977,68
3981,70
3986,72
3991,72
3994,76
4000,78
4005,76
4010,75
4016,75
4020,79
4025,78
4030,67
4035,76
4040,74
4044,74
4049,79
4053,73
4058,68
4064,73
4069,74
4074,78
4078,70
4084,76
4088,72
4093,78
4097,72
4102,68
4108,70
4112,72
4117,71
4121,70
4127,71
4131,69
4137,74
4141,68
4146,69
4152,73
4156,79
4160,74
4166,69
4171,73
4176,72
4181,68
4186,67
4190,77
4194,70
4200,69
4205,76
4210,68
4214,71
4219,68
4223,71
4227,74
4234,72
4239,72
4244,70
4249,74
4254,66
4258,76
4262,68
4267,78
4272,76
4276,76
4283,66
4288,68
4292,68
4297,75
4301,68
4306,74
4311,70
4316,72
4322,70
4325,69
4331,69
4336,66
4340,72
4346,73
4351,66
4356,66
4359,70
4364,73
4369,76
4375,68
4379,70
4385,72
4389,72
4394,75
4399,67
4404,70
4409,67
4413,64
4419,77
4423,76
4427,70
4432,73
4437,77
4442,69
4447,74
4452,66
4457,70
4461,65
4467,74
4472,70
4477,74
4482,64
4487,70
4492,73
4495,67
4501,74
4506,73
4510,65
4516,73
4521,68
4526,74
4530,72
4535,67
4540,72
4544,70
4550,68
4554,75
4560,69
4564,69
4569,71
4574,71
4577,73
4584,64
4588,66
4594,74
4599,66
4601,65
