Time,Values
0,42
4,26
8,35
13,30
18,24
23,17
27,9
31,14
36,14
41,13
46,22
52,14
56,19
60,19
65,28
70,30
75,30
80,34
85,34
90,38
95,37
99,38
104,42
109,37
114,42
119,49
124,48
128,53
133,45
138,46
143,48
148,46
153,45
158,55
162,49
167,54
172,54
177,53
182,53
187,46
192,50
197,57
201,53
206,55
211,56
216,51
221,53
226,50
231,57
235,52
240,54
245,57
250,52
255,52
260,55
265,57
269,58
274,58
279,54
285,56
289,56
294,55
299,51
304,54
308,51
313,55
318,54
323,52
328,59
333,55
338,50
342,50
347,52
352,53
357,52
362,56
367,55
372,53
376,53
381,55
386,61
391,60
396,52
402,57
407,54
411,51
415,55
421,52
426,59
429,50
435,58
440,56
445,52
449,57
454,54
459,54
464,60
470,56
474,50
479,52
483,50
488,60
493,57
498,58
503,49
508,57
513,60
518,59
522,52
527,61
532,56
537,58
542,56
547,59
552,54
556,53
561,54
566,59
571,50
577,51
581,50
586,54
590,52
595,56
600,54
606,56
610,60
615,54
620,58
625,58
629,57
634,49
639,53
644,51
650,57
654,54
659,50
663,53
667,57
673,56
678,55
683,52
688,56
693,51
697,60
702,51
707,53
712,57
717,57
722,55
727,60
732,61
736,54
741,54
746,58
751,57
756,55
761,56
766,56
770,59
775,60
780,54
785,57
790,50
795,58
800,50
805,53
809,52
814,55
819,54
824,53
830,52
834,50
839,57
843,58
848,52
853,55
858,56
863,54
868,53
873,50
878,56
882,54
887,53
892,58
897,55
902,54
907,54
912,53
916,50
921,57
926,59
931,56
936,50
941,55
946,58
950,51
955,59
960,56
965,50
970,56
975,59
980,54
985,54
989,52
993,58
999,50
1004,54
1009,51
1014,52
1019,49
1023,58
1028,56
1033,55
1038,51
1043,58
1048,56
1053,54
1058,55
1062,53
1067,49
1072,55
1077,52
1082,50
1087,49
1092,53
1096,50
1101,51
1107,57
1111,53
1116,52
1121,54
1126,56
1129,54
1135,60
1140,51
1145,55
1150,58
1155,48
1160,52
1165,56
