Time,Values
0,56
4,56
9,52
14,54
19,48
24,40
29,33
33,32
39,37
43,35
49,32
54,34
59,39
64,39
68,45
72,46
77,39
83,49
88,50
93,53
97,50
102,50
107,53
112,48
117,52
122,46
126,47
131,56
137,54
141,54
145,53
151,51
155,58
160,60
166,48
170,53
175,57
180,50
185,62
189,55
195,57
199,50
205,52
210,54
214,60
219,54
224,54
229,50
234,59
239,59
244,61
248,57
253,60
257,52
263,52
267,55
272,54
278,52
283,62
287,60
292,60
296,52
301,59
306,58
311,58
316,59
321,51
325,59
330,52
335,53
340,56
346,62
351,55
356,56
360,55
364,55
370,59
375,58
380,57
385,59
390,54
394,58
399,58
404,57
409,59
413,55
419,55
424,54
429,57
433,62
438,57
443,62
448,64
453,56
458,58
463,60
467,57
471,59
476,54
482,60
486,60
492,62
497,52
502,60
505,53
510,57
516,58
520,61
526,58
530,62
535,59
540,59
545,58
550,53
554,54
560,62
565,57
570,55
574,54
578,66
584,54
589,61
593,57
598,58
604,54
609,59
613,52
617,60
622,54
628,54
632,60
638,54
642,56
648,54
652,56
656,57
661,57
666,57
671,52
677,58
682,61
685,57
690,59
696,70
700,60
705,54
711,58
715,46
720,60
724,60
729,64
734,58
739,61
744,56
750,58
755,60
759,57
764,58
769,61
774,56
779,57
784,56
788,54
793,60
797,55
802,55
807,58
812,56
817,52
822,59
828,58
832,60
837,57
842,58
847,58
852,57
856,58
862,61
866,54
870,60
875,60
880,61
885,57
890,56
896,60
901,59
905,54
910,56
914,58
919,58
925,62
929,61
935,53
940,58
943,54
949,59
954,54
959,58
964,53
969,57
974,61
977,60
983,60
988,54
993,55
997,52
1002,59
1007,54
1012,52
1016,55
1021,56
1026,56
1031,50
1036,58
1041,52
1047,62
1051,56
1055,57
1061,58
1066,56
1070,54
1075,57
1081,56
1085,55
1090,58
1095,61
1100,55
1105,58
1109,61
1114,61
1119,60
1123,54
1129,60
1133,62
1138,54
1143,59
1149,62
1154,55
1158,57
1163,53
1167,60
1172,56
1178,53
1183,54
1188,54
1192,57
1197,54
1202,52
1207,64
1212,61
1217,69
1222,57
1227,57
1231,57
1236,62
1241,53
1245,61
1251,53
1256,55
1261,55
1265,53
1270,64
1275,60
1280,55
1285,56
1290,51
1295,54
1299,54
1304,66
1309,54
1314,54
1319,53
1324,60
1329,54
1334,58
1339,62
1343,53
1348,64
1353,62
1357,58
1363,55
1368,53
1373,62
1377,62
1382,55
1386,61
1391,55
1397,57
1402,59
1407,62
1412,54
1416,60
1420,61
1426,54
1431,60
1436,59
1441,55
1446,57
1450,55
1454,51
1460,63
1465,56
1470,58
1474,57
1479,60
1484,55
1488,58
1493,62
1499,56
1504,52
1509,58
1514,54
1519,58
1522,56
1528,64
1533,59
1537,55
1542,58
1548,60
1553,55
1558,62
1562,55
1567,58
1571,53
1577,55
1581,57
1586,57
1591,57
1596,57
1601,60
1605,58
1611,56
1615,53
1621,55
1626,57
1631,57
1634,54
1640,54
1645,59
1650,53
1655,58
1660,58
1665,54
1668,57
1674,62
1679,64
1683,62
1688,59
1694,56
1699,59
1704,61
1708,58
1713,61
1718,60
1723,58
1728,52
1733,56
1738,58
1742,59
1747,57
1752,62
1757,56
1762,53
1767,57
1772,59
1777,53
1781,54
1786,62
1791,58
1796,52
1800,60
1805,60
1810,53
1814,54
1820,54
1825,61
1830,57
1835,55
1839,59
1845,54
1849,58
1853,54
1858,58
1864,57
1869,59
1874,58
1879,61
1884,58
1887,54
1892,62
1898,59
1903,60
1907,52
1913,59
1917,63
1922,59
1927,52
1932,54
1937,62
1942,59
1946,61
1951,58
1957,60
1960,52
1966,58
1970,60
1975,58
1981,60
1986,64
1991,62
1995,58
2000,58
2004,53
2009,57
2014,58
2019,55
2024,54
2030,58
2033,56
2039,56
2044,53
2049,60
2054,56
2058,57
2064,64
2067,62
2072,62
2078,54
2082,56
2088,53
2093,58
2098,58
2103,60
2106,53
2112,60
2117,58
2122,60
2127,50
2132,59
2136,57
2141,54
2146,56
2150,58
2155,58
2161,60
2166,56
2171,64
2175,52
2180,58
2184,55
2190,60
2195,56
2200,54
2205,63
2210,63
2214,59
2218,55
2224,59
2229,70
2234,60
2239,58
2244,56
2248,53
2252,58
2257,57
2262,58
2268,68
2272,62
2278,54
2282,55
2287,54
2292,59
2297,57
2301,61
2306,58
2311,61
2316,53
2321,53
2325,52
2330,58
2335,68
2340,61
2345,57
2351,64
2355,54
2359,60
2365,56
2369,55
2374,55
2379,58
2385,61
2389,54
2394,54
2398,62
2403,63
2408,60
2414,54
2419,57
2423,60
2429,54
2433,52
2438,64
2443,59
2447,53
2453,62
2457,55
2463,57
2467,54
2471,59
2477,59
2481,63
2486,61
2492,59
2497,58
2502,62
2505,58
2511,57
2515,58
2520,58
2525,52
2530,61
2535,50
2541,58
2545,57
2550,62
2554,58
2559,54
2564,54
2569,56
2574,53
2579,56
2583,62
2588,56
2593,55
2598,53
2604,59
2609,60
2614,54
2618,61
2622,63
2627,60
2632,62
2637,53
2643,62
2648,57
2652,58
2657,55
2662,60
2667,54
2672,54
2677,58
2682,57
2687,55
2691,64
2695,54
2701,60
2705,54
2710,55
2716,61
2721,57
2725,60
2730,52
2735,55
2739,61
2744,57
2749,64
2754,57
2759,59
2763,61
2768,62
2774,52
2778,59
2783,58
2789,54
2794,61
2797,45
2803,57
2807,58
2812,61
2818,63
2823,58
2828,56
2831,62
2836,48
2842,64
2847,54
2851,61
2856,60
2861,55
2866,58
2870,60
2876,60
2881,53
2886,60
2890,62
2895,58
2901,57
2905,60
2909,61
2914,53
2919,56
2925,62
2929,60
2934,53
2940,60
2943,57
2949,52
2954,55
2959,61
2963,52
2968,54
2973,56
2978,64
2982,55
2988,52
2993,54
2997,59
3002,64
3008,58
3012,52
3016,60
3021,53
3027,59
3032,62
3037,61
3041,58
3046,37
3050,59
3056,58
3060,59
3065,54
3070,60
